budget_fraction,budget_max_count,pre_refresh_candidate_count,candidate_count,selected_count,actual_active_fraction,mean_selected_support_risk_rank,first_pass_count,second_pass_count,selected_patch_consecutive_overlap_count,selected_patch_consecutive_overlap_fraction,support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,depth_guard_activation_fraction,depth_guard_mean_abs_clip_m,depth_guard_max_abs_clip_m,roi_scoring_runtime_ms,local_correction_runtime_ms,support_guard_runtime_ms,depth_guard_runtime_ms,method,time_s,selected_patch_ids
0.1,19,107,88,19,0.08150638252253219,0.7712739793408755,19,0,0,0.0,10384,0.07951543368225988,9464,0.8891394212701992,414,0.003170203153356663,0.0,0.0,0.0,1.9848000083584338,72.59689999045804,1.6578000067966059,0.6270000012591481,RiskTemporal_B10,500,105;217;34;157;192;4;103;58;29;171;36;78;178;112;91;72;235;165;213
0.1,19,107,89,19,0.073994379398274,0.7998032464338416,19,0,0,0.0,10359,0.07932399629377215,7948,0.8225188864741798,734,0.005620601725999494,0.0,0.0,0.0,1.8833000067388639,72.79050000943244,1.6640999965602532,0.6354999932227656,RiskTemporal_B10,510,90;13;84;3;35;206;57;147;46;202;158;88;49;170;156;176;44;102;120
0.1,19,106,88,19,0.09254849109050393,0.7775571002979146,19,0,0,0.0,10365,0.0793699412670092,10959,0.9067516134370346,538,0.00411973260025576,0.0,0.0,0.0,1.743100001476705,71.44569999945816,1.6600999952061102,0.5674999993061647,RiskTemporal_B10,520,217;105;29;4;34;192;157;103;58;171;36;178;61;235;165;66;213;93;68
0.1,19,107,88,19,0.0690629522708303,0.8076733890801769,19,0,0,0.0,10368,0.07939291375362774,7664,0.849761614369664,576,0.004410717430757096,0.0,0.0,0.0,1.7922000115504488,71.66610000422224,1.8637000030139461,0.6257999921217561,RiskTemporal_B10,530,13;3;84;90;46;57;35;201;174;206;104;78;172;49;147;170;60;128;176
0.1,19,107,88,19,0.08262437687130048,0.7693064436792917,19,0,0,0.0,10333,0.07912490140974493,9961,0.9231696014828545,558,0.004272882511045937,0.0,0.0,0.0,1.7799000052036718,72.98609999998007,3.050300001632422,0.9358999959658831,RiskTemporal_B10,540,217;105;29;157;4;192;34;103;178;36;171;165;66;74;213;41;23;190;215
0.1,19,106,87,19,0.0912160868666294,0.7944389275074479,19,0,0,0.0,10355,0.07929336631161413,9859,0.8276527871054399,685,0.005245384444563561,0.0,0.0,0.0,1.684600007138215,72.13570000021718,1.7963999998755753,0.6281999958446249,RiskTemporal_B10,550,3;90;57;13;46;84;35;218;158;206;88;78;147;170;102;128;172;44;176
0.1,19,106,88,19,0.08384957615762188,0.778550148957299,19,0,0,0.0,10323,0.07904832645434984,9943,0.9080365296803653,625,0.00478593471219303,0.0,0.0,0.0,1.702199995634146,71.2873999873409,1.61570000636857,0.6246999982977286,RiskTemporal_B10,560,217;29;105;34;219;192;157;178;4;103;36;171;74;165;66;213;60;24;185
0.1,19,107,88,19,0.10270998767143218,0.7939006394490901,19,0,0,0.0,10297,0.07884923157032261,11277,0.8407515097293671,657,0.0050309745694573135,0.0,0.0,0.0,2.4941999872680753,72.8339000052074,1.6953000013018027,0.6597000028705224,RiskTemporal_B10,570,13;3;90;57;218;46;84;158;206;104;35;78;147;49;172;170;44;179;177
0.1,19,107,88,19,0.059866300127880176,0.7820954254795867,19,0,0,0.0,10276,0.07868842416399292,7050,0.9017651573292402,493,0.003775145300977862,0.0,0.0,0.0,2.284200003487058,72.04820000333712,1.7205999902216718,0.5875000060768798,RiskTemporal_B10,580,219;217;105;29;157;34;4;178;103;171;192;36;165;58;128;72;213;66;91
0.1,19,107,88,19,0.08829858106607653,0.7988194786030497,19,0,0,0.0,10296,0.07884157407478311,9641,0.8360940074581563,685,0.005245384444563561,0.0,0.0,0.0,1.7145000019809231,71.87139999587089,1.6963999951258302,0.6299999949987978,RiskTemporal_B10,590,13;84;3;90;46;57;174;202;206;104;35;235;49;78;44;155;102;229;177
0.1,19,107,88,19,0.08173610738871745,0.7683226758484998,19,0,0,0.0,10281,0.07872671164169047,9839,0.9217725313846731,855,0.006547158686280065,0.0,0.0,0.0,1.7173999949591234,71.35640000342391,1.6202000115299597,0.6192000000737607,RiskTemporal_B10,600,217;219;29;105;158;178;4;51;103;192;171;58;165;213;135;128;133;91;215
0.1,19,108,90,19,0.06334280310281719,0.8128654970760233,19,0,0,0.0,10276,0.07868842416399292,6686,0.8082688588007737,437,0.0033463255507653667,0.0,0.0,0.0,1.6852999979164451,72.09589998819865,1.6740000137360767,0.5986000032862648,RiskTemporal_B10,610,3;90;13;157;57;218;84;46;251;88;34;36;206;66;5;170;23;121;44
