method,scenario_id,eligible_patch_count,total_selections,unique_selected_patches,unique_patch_fraction,unique_to_selection_ratio,top1_selection_share,top5_share,top10_share,consecutive_overlap_count,consecutive_denominator_count,consecutive_reselection_fraction,revisit_fraction,mean_selection_count_per_used_patch,maximum_selection_count,mean_revisit_gap_steps,mean_longest_consecutive_streak
EngineeringROI_NoDiversity_B10,JILONG_EI_0159,182,2736,100,0.5494505494505495,0.03654970760233918,0.05080409356725146,0.2236842105263158,0.3797514619883041,1875,2717,0.6900993743099006,0.92,27.36,139,3.129362670713202,13.11
EngineeringROI_NoDiversity_B10,JILONG_EI_0169,182,2736,103,0.5659340659340659,0.03764619883040936,0.051535087719298246,0.2233187134502924,0.39364035087719296,1798,2717,0.6617592933382407,0.9320388349514563,26.563106796116504,141,3.1010254462590203,12.524271844660195
EngineeringROI_NoDiversity_B10,JILONG_EI_0179,182,2736,97,0.532967032967033,0.03545321637426901,0.05226608187134503,0.2152777777777778,0.38633040935672514,1931,2717,0.7107103422892896,0.9381443298969072,28.20618556701031,143,2.86737400530504,13.030927835051546
EngineeringROI_NoDiversity_B10,JILONG_EI_0189,182,2736,102,0.5604395604395604,0.03728070175438596,0.051900584795321635,0.2309941520467836,0.41154970760233917,2038,2717,0.750092013249908,0.9215686274509803,26.823529411764707,142,3.031511009870919,14.127450980392156
EngineeringROI_NoDiversity_B10,JILONG_EI_0199,182,2736,108,0.5934065934065934,0.039473684210526314,0.05080409356725146,0.2149122807017544,0.36293859649122806,1953,2717,0.7188075082811924,0.9074074074074074,25.333333333333332,139,3.560882800608828,13.842592592592593
RandomAll_B10,JILONG_EI_0009,182,2736,182,1.0,0.06652046783625731,0.009137426900584795,0.04276315789473684,0.08296783625730994,289,2717,0.10636731689363269,1.0,15.032967032967033,25,8.925998433829287,1.945054945054945
RandomAll_B10,JILONG_EI_0019,182,2736,182,1.0,0.06652046783625731,0.008771929824561403,0.04239766081871345,0.0807748538011696,286,2717,0.10526315789473684,1.0,15.032967032967033,24,8.990211433046202,1.89010989010989
RandomAll_B10,JILONG_EI_0029,182,2736,182,1.0,0.06652046783625731,0.009137426900584795,0.0445906432748538,0.0851608187134503,260,2717,0.09569377990430622,1.0,15.032967032967033,25,9.007047768206734,1.8626373626373627
RandomAll_B10,JILONG_EI_0039,182,2736,182,1.0,0.06652046783625731,0.009502923976608187,0.04422514619883041,0.08369883040935673,289,2717,0.10636731689363269,1.0,15.032967032967033,26,9.064604541895067,1.978021978021978
RandomAll_B10,JILONG_EI_0049,182,2736,182,1.0,0.06652046783625731,0.009868421052631578,0.04422514619883041,0.08369883040935673,298,2717,0.1096797938903202,1.0,15.032967032967033,27,9.052466718872356,1.934065934065934
