method,scenario_id,eligible_patch_count,total_selections,unique_selected_patches,unique_patch_fraction,unique_to_selection_ratio,top1_selection_share,top5_share,top10_share,consecutive_overlap_count,consecutive_denominator_count,consecutive_reselection_fraction,revisit_fraction,mean_selection_count_per_used_patch,maximum_selection_count,mean_revisit_gap_steps,mean_longest_consecutive_streak,__change_den_c,__change_den_dz,__change_den_h,__change_den_hu,__change_den_hv,__change_den_ice,__change_num_c,__change_num_dz,__change_num_h,__change_num_hu,__change_num_hv,__change_num_ice,__new_intersection,__new_pred,__new_truth,__new_union,active_cell_coverage_fraction,budget_fraction,budget_max_count,case_wall_runtime_seconds,change_region_c_rel_l2,change_region_dz_rel_l2,change_region_h_rel_l2,change_region_hu_rel_l2,change_region_hv_rel_l2,change_region_ice_rel_l2,change_region_momentum_rel_l2,debris_front_final_error_km,debris_front_mae_km,false_positive_wet_fraction,final_wet_iou,front_zone_h_rel_l2,front_zone_momentum_rel_l2,front_zone_wet_iou,mean_wet_iou,mixture_volume_relative_error,newly_wet_iou,newly_wet_precision,newly_wet_recall,selected_patch_count,trajectory_c_rel_l2,trajectory_dz_rel_l2,trajectory_h_rel_l2,trajectory_hu_rel_l2,trajectory_hv_rel_l2,trajectory_ice_rel_l2,trajectory_momentum_rel_l2,wet_overprediction_ratio,peak_hmax_relative_error,peak_stage_absolute_error,peak_Q_relative_error,arrival_error_s,mean_selected_dynamic_rank,mean_selected_support_risk_rank,mean_selected_base_score,mean_active_coverage
DynamicOnly_B10,JILONG_EI_0109,182,2736,109,0.5989010989010989,0.03983918128654971,0.0489766081871345,0.2324561403508772,0.4415204678362573,2369,2717,0.8719175561280824,0.8623853211009175,25.10091743119266,134,1.817662733155691,19.69724770642202,35432.725008778274,74914.23455935717,26718022.109859217,30719942261.082848,34298382133.7913,100.1941066053114,6906.2417350411415,61181.03677356243,39021974.17829512,10177725223.868116,8016209429.488855,64.04923819114833,9018,668647,13949,673578,0.1789753462676941,0.1,19,24.34128510000301,0.4414877025129667,0.9037040797728996,1.2085161713542347,0.5755925488829089,0.4834457093014776,0.7995320834235943,0.5289875231662134,4.350000381469727,11.988803073973722,0.4580558522604332,0.3119085877521871,7.734709698767662,1.163816935027991,0.6128388000666039,0.4238857273842626,52.21646357309024,0.0133882044841131,0.0134869370534826,0.6464979568427844,19.0,1.2147362986977397,1.028682460134761,5390.948918607146,0.6816522476436334,1.9518903199707551,1.0057775369631723,1.4350914929527985,1.2050458119462857,0.9182998995361413,22.496500651041668,0.9027638505351497,456.6666666666667,0.8621312832450378,,,0.1789753462676941
DynamicOnly_B10,JILONG_EI_0119,182,2736,100,0.5494505494505495,0.03654970760233918,0.049707602339181284,0.23720760233918128,0.4616228070175439,2430,2717,0.8943687891056312,0.9,27.36,136,1.5459028831562973,23.39,29664.16461913288,49934.99145291746,18274056.568535265,19964594959.49474,23527586264.43009,437.5020383175179,6499.710839867592,40543.29901254177,31983452.89229117,8356797915.685997,6914889515.142279,112.34912594724656,7761,753018,12548,757805,0.1684624557247862,0.1,19,24.31873810000252,0.4680917175735817,0.901066932666128,1.3229553637456617,0.646978275872991,0.5421306177445665,0.5067512266841312,0.592567623331836,5.279999732971191,13.279091180829734,0.4909458656493389,0.3007327174259318,8.334139802123284,1.7933740280772454,0.658457184875229,0.4193981534556943,2.720762878608136,0.0102414209460217,0.0103065265372142,0.6185049410264584,19.0,1.4278203117215424,1.0417076569078176,14.158670664751,0.7839832446587736,3.34539044520851,0.8934714600941289,2.382024024087519,1.3424151735055547,0.8911586268803745,17.347249348958332,0.7148881113480875,553.3333333333334,0.8750837882815188,,,0.16846245572478616
DynamicOnly_B10,JILONG_EI_0129,182,2736,104,0.5714285714285714,0.038011695906432746,0.04861111111111111,0.2320906432748538,0.43494152046783624,2377,2717,0.874861980125138,0.7980769230769231,26.307692307692307,133,1.8563829787234043,20.682692307692307,40077.152742907405,102325.2629685998,33278552.74885588,42683483816.23633,45267366764.87392,275.5953811859654,9945.459595561028,89598.49737071991,115711359.81332996,17612711786.88391,13642159999.921724,106.02989192586212,8448,775751,15637,782940,0.2001597545006929,0.1,19,24.36902250000276,0.4981544323212258,0.9357480449906644,1.8646863134674925,0.6423669445910019,0.5489704317015298,0.620266308634271,0.5961270636723028,1.6800003051757812,11.163986161142796,0.5184002096577618,0.2749509162303665,14.0390734223229,1.2447627121755391,0.6063129974673734,0.3772203029306908,2602.441806821485,0.01079009885815,0.0108900923105481,0.5402570825605935,19.0,1.6321432807033258,1.0345927670046433,282324.18946878694,0.782743280065986,3.599526859598184,1.1208127061774962,2.592953837256296,1.2914996641241412,0.9450111227401016,22.442097981770832,0.888576004314975,370.0,0.8732668130733239,,,0.20015975450069295
DynamicOnly_B10,JILONG_EI_0139,182,2736,105,0.5769230769230769,0.03837719298245614,0.0489766081871345,0.23757309941520469,0.46673976608187134,2435,2717,0.8962090541037909,0.8,26.057142857142857,134,1.4348156594450778,21.666666666666668,34078.62169221509,68648.96600997448,22901121.856757905,27420508326.108334,30356588774.160496,272.2324782969081,7639.127952694893,57308.33891057968,132773688.30738834,9856004557.066343,8199288459.248836,79.7096609292949,8733,723165,14236,728668,0.1816006441655414,0.1,19,24.457589099998582,0.4734573701616223,0.9136753539488892,2.4078400341258703,0.5995324535239347,0.5197106290601389,0.5411099407542804,0.5590162230118869,3.180000305175781,13.182587773701943,0.4963818918636556,0.2917146144994246,13.0288082426698,1.3776462637223033,0.6323530485907506,0.3994716130258396,458.4194689607281,0.0119848820038755,0.0120760822218995,0.6134447878617589,19.0,1.4953703202838449,1.0125005562959726,44633.0113721971,0.7566551703167377,3.806182448685669,1.0344526543198334,2.708436614881769,1.2814811552588234,0.9312416133649971,20.091715494791668,0.8557099658826456,460.0,0.8675658967216555,,,0.18160064416554142
DynamicOnly_B10,JILONG_EI_0149,182,2736,110,0.6043956043956044,0.0402046783625731,0.0489766081871345,0.23720760233918128,0.4605263157894737,2409,2717,0.8866396761133604,0.8454545454545455,24.87272727272727,134,1.584920030464585,20.990909090909092,37309.28019087389,61085.04558469355,28859161.51000511,35094244483.431915,37345145842.27022,324.94154228115826,7297.475945830345,52661.07752752304,174796728.06191802,11032793209.846523,10522573585.875134,93.25461165883448,9601,808025,14504,812928,0.1945420243355208,0.1,19,24.341041199993924,0.4422602437380527,0.928490403586634,2.4610746959669587,0.5606925562623257,0.5308158788034331,0.5357134376756041,0.5454944237893063,4.980001449584961,14.866690672409366,0.5108089196779392,0.2794061955616148,15.8793724610394,1.1878334117663636,0.6365654072693092,0.3958067811402107,1074.5573693489443,0.0118103940324358,0.0118820581046378,0.6619553226696084,19.0,1.5319822224348794,1.0477362727756698,128331.04776073663,0.7788336308045947,4.768191237531688,1.0246083700522048,3.357873540049246,1.3391479918355649,0.8902019795252123,22.810506184895832,0.8655712852114656,456.6666666666667,0.8731641456364655,,,0.1945420243355208
DynamicOnly_B10,JILONG_EI_0159,182,2736,102,0.5604395604395604,0.03728070175438596,0.0489766081871345,0.23720760233918128,0.45285087719298245,2431,2717,0.8947368421052632,0.8235294117647058,26.823529411764707,134,1.5520121488230827,22.607843137254903,32328.623210713267,76689.6539349556,21810423.04252069,25000767984.394268,28560699926.19287,183.4296433017298,7125.968217909336,64169.69424414635,56232322.13884306,10091197010.465311,7502264747.015076,59.00522273106799,8266,686967,13511,692212,0.1557340496494994,0.1,19,24.355859800009057,0.4694921506112391,0.9147377368933276,1.6056872706293517,0.6353231311612993,0.5125211238343572,0.5671663631047801,0.5731250821353935,3.810001373291016,11.876619907122263,0.4850350083508104,0.2937387271321824,10.14406056071738,1.335193391011923,0.6297323788345097,0.4030371024533904,88.93572930232428,0.0119414283485406,0.0120326012748792,0.6117977943897565,19.0,1.3650546517627962,1.0260942566898767,7703.042061222465,0.8065553731154713,2.427271911252166,0.9849261118428682,1.7814916927371505,1.2379856911132765,0.8906821879812673,18.857828776041668,0.8399680009584826,510.0,0.8671811005438973,,,0.15573404964949938
DynamicOnly_B10,JILONG_EI_0169,182,2736,112,0.6153846153846154,0.04093567251461988,0.04861111111111111,0.23062865497076024,0.43969298245614036,2275,2717,0.8373205741626795,0.8660714285714286,24.428571428571427,133,2.084984756097561,17.75,38451.372286666185,84426.82640565932,33327082.84270499,40651093598.54572,43246621440.80403,295.98925423133187,7098.841230988503,69798.46890187263,29701475.25629852,13027421608.438398,10509444538.77638,74.73236012449524,9313,720596,14841,726124,0.1760005156046996,0.1,19,24.331963300006464,0.4296727481626202,0.9092487564866676,0.9440399212633904,0.5660999512717978,0.492962392753274,0.502477218968032,0.5296625319971225,3.239999771118164,11.937659760104848,0.4643904096887807,0.3158592132505176,5.37332467088474,1.348469769335556,0.6275979778937048,0.4259846084762261,0.4764045357580505,0.0128256330874616,0.0129240240023536,0.6275183612964086,19.0,1.3052735143579228,1.0380644382700204,4.058338054738082,0.6982608231559536,1.5861651568918005,0.9375010785712528,1.2087454871574557,1.2418024861933863,0.9145843990228516,25.0390625,0.9162518223472915,436.6666666666667,0.8521960260804868,,,0.17600051560469965
DynamicOnly_B10,JILONG_EI_0179,182,2736,106,0.5824175824175825,0.03874269005847953,0.04861111111111111,0.2364766081871345,0.4546783625730994,2400,2717,0.8833271991166728,0.8773584905660378,25.81132075471698,133,1.5612167300380229,21.235849056603772,36491.659354142845,68698.8699157536,27100964.614665315,32932665280.28005,35219395577.81594,152.8823588847772,7373.570851266384,55218.94930899143,32219571.56202382,10980609508.477049,8894287427.187302,62.18521939788747,8812,673161,14387,678736,0.1839762226255169,0.1,19,24.31898860000365,0.4495128619699912,0.8965391784846558,1.0903539619410492,0.5774305851017758,0.5025330517816694,0.6377711914152411,0.5400238566554862,3.09000015258789,11.402112898482404,0.4617673788078978,0.3068266446007447,5.714352111616771,1.2807567487613936,0.61682494624405,0.4221724713061652,1.1992620340552709,0.0129829565545366,0.0130904790978681,0.6124973934802252,19.0,1.2873573813109267,1.025626864319775,6.715221116496446,0.7057096608752946,2.51384190794103,0.9747406844470582,1.8189353278608469,1.214527839375885,0.9188706186933202,21.3116455078125,0.8905196322853346,460.0,0.8665904598204737,,,0.18397622262551694
DynamicOnly_B10,JILONG_EI_0189,182,2736,105,0.5769230769230769,0.03837719298245614,0.0489766081871345,0.23391812865497075,0.4480994152046784,2402,2717,0.8840633051159367,0.8761904761904762,26.057142857142857,134,1.5819080197643482,21.076190476190476,33691.83037099242,55903.44233979285,24481840.55096493,26994969340.09335,31369451238.91772,210.35014229263103,6197.126577913761,45701.09424877167,40377015.28745769,7871491256.021275,7302776444.047702,60.77037175584019,9195,867331,13435,871571,0.1677500959314024,0.1,19,24.353363800008083,0.4288771227887121,0.9041573641088084,1.284236690797943,0.5399917060881804,0.4824924726205796,0.5374951396836244,0.5098938590850774,5.190000534057617,13.61640865913212,0.5135076958108887,0.2781610864986564,10.022948676005065,1.2699162974026872,0.6423849965498605,0.407676679323224,73.66005242720053,0.0105499150384764,0.0106014889355966,0.6844064011909192,19.0,1.2822593987010982,1.0346393585219262,8097.137572642109,0.7057536128041401,3.495738477117829,0.9344601314796558,2.464490349046192,1.4033371418680571,0.9069135517493887,21.652587890625,0.8723875340188235,503.3333333333333,0.863643939627826,,,0.16775009593140242
DynamicOnly_B10,JILONG_EI_0199,182,2736,98,0.5384615384615384,0.035818713450292396,0.049342105263157895,0.23793859649122806,0.46345029239766083,2430,2717,0.8943687891056312,0.9183673469387755,27.918367346938776,135,1.5902198635329796,23.551020408163264,32012.05909247789,72230.42800281942,20442455.09004381,23060578331.02716,26804702911.097485,91.30969125659487,7936.124713093042,62712.537244558334,62885570.83872077,9444880379.149342,7126811787.9635935,78.63637908878836,8329,692268,13170,697109,0.1600888779982285,0.1,19,24.35830990000977,0.4979060885903908,0.931787954374445,1.753916757924681,0.6399751835879686,0.5156347118282149,0.9280114115347716,0.5764800630140999,4.229999542236328,11.927746602557075,0.4993160538836872,0.2850185939436869,11.456645271402202,1.379311324434776,0.6009756736683142,0.3894235085304358,149.30795830661344,0.0119479163229853,0.0120314675819191,0.632422171602126,19.0,1.4238060267173422,1.0259782766849348,15441.646075432043,0.9389358302653534,3.0724925713165248,1.125645827574686,2.234848869676806,1.249932972180521,0.9326431220567235,18.5931396484375,0.8215278071324991,433.3333333333333,0.8623799662022243,,,0.16008887799822852
EngineeringROI_B05,JILONG_EI_0009,182,1440,85,0.46703296703296704,0.059027777777777776,0.09236111111111112,0.3277777777777778,0.5125,803,1430,0.5615384615384615,0.8705882352941177,16.941176470588236,133,4.014760147601476,6.235294117647059,40222.31467985641,72501.22977417707,34331585.49860616,43822686784.623886,44527558414.58065,256.1750057976751,8595.485957622528,58159.74626934528,21024664.44967556,14185997668.901764,12544730149.785835,87.24767126869344,9453,1102693,15222,1108462,0.052389393858178,0.05,10,19.9138055999938,0.4622763631191094,0.8956504841468611,0.7825599295963569,0.5689583057091283,0.5307820418402031,0.5835909448584505,0.5500491682778017,3.270000457763672,11.758112138593113,0.5794690583732953,0.2301436869458881,18.638709233927333,2.171065617027158,0.6054960849433937,0.3623605562307325,0.8750956515967552,0.0085280325351703,0.008572648960318,0.6210090658257785,10.0,1.543632419748448,1.1177665126244425,4.54284896307442,0.7181757305942384,3.259955332418191,0.9980106805592734,2.3283755071321584,1.5633731735123224,3.8189817092466476,37.029296875,1.9646560234153665,373.3333333333333,0.7561632295885824,0.6192290576519717,0.3859777014397682,0.052389393858178035
EngineeringROI_B05,JILONG_EI_0019,182,1440,88,0.4835164835164835,0.06111111111111111,0.09722222222222222,0.33541666666666664,0.5138888888888888,817,1430,0.5713286713286714,0.8522727272727273,16.363636363636363,140,4.000739644970414,6.795454545454546,34723.52818476036,80957.28886890411,25376808.590233617,29555542556.124622,32695617830.37517,132.39841732103378,7889.602563619614,68026.58110809326,13923775.13281089,10925721191.309326,8415725920.48819,67.18897983492747,8733,949003,13878,954148,0.056302374078867,0.05,10,19.645950100006303,0.4766676074557299,0.9166664667121648,0.7407301096296427,0.6080028132694204,0.5073422345293429,0.7123732887065568,0.5574048672338652,4.829999923706055,11.827659723659355,0.5531969121516955,0.2508500991782375,57.40960897370729,1.1553923438912772,0.5741482532369985,0.3745807345779705,0.6009450172149801,0.0091526681395339,0.0092022891392334,0.6292693471681798,10.0,1.4588088689071512,1.0961018886198388,9.579485497944734,0.7252188536499423,3.96517881636075,1.003284333544462,2.7907091823981114,1.4612443730835247,2.0385501576190097,17.8470458984375,1.2635461678209226,306.6666666666667,0.7542120514607833,0.6397573747857486,0.39834768063570697,0.056302374078867054
