method,scenario_id,time_s,budget_fraction,selected_patch_count,eligible_patch_count,active_cell_coverage_fraction
RandomPerfect_B05,JILONG_EI_0019,610,0.05,10,182,0.07582452083221662
RandomPerfect_B05,JILONG_EI_0019,620,0.05,10,182,0.0345353048831849
RandomPerfect_B05,JILONG_EI_0019,630,0.05,10,182,0.043364397240238606
RandomPerfect_B05,JILONG_EI_0019,640,0.05,10,182,0.06139014174024244
RandomPerfect_B05,JILONG_EI_0019,650,0.05,10,182,0.011976323023791839
RandomPerfect_B05,JILONG_EI_0019,660,0.05,10,182,0.04998813088191376
RandomPerfect_B05,JILONG_EI_0019,670,0.05,10,182,0.059866300127880176
RandomPerfect_B05,JILONG_EI_0019,680,0.05,10,182,0.024611190663981437
RandomPerfect_B05,JILONG_EI_0019,690,0.05,10,182,0.060019450038670354
RandomPerfect_B05,JILONG_EI_0019,700,0.05,10,182,0.058503265921847604
RandomPerfect_B05,JILONG_EI_0019,710,0.05,10,182,0.10459373157415136
RandomPerfect_B05,JILONG_EI_0019,720,0.05,10,182,0.05310473156649386
RandomPerfect_B05,JILONG_EI_0019,730,0.05,10,182,0.04522516865633926
RandomPerfect_B05,JILONG_EI_0019,740,0.05,10,182,0.07783078466356794
RandomPerfect_B05,JILONG_EI_0019,750,0.05,10,182,0.023163924007014267
RandomPerfect_B05,JILONG_EI_0019,760,0.05,10,182,0.12911303229165869
RandomPerfect_B05,JILONG_EI_0019,770,0.05,10,182,0.08303788163043395
RandomPerfect_B05,JILONG_EI_0019,780,0.05,10,182,0.03725371579971055
RandomPerfect_B05,JILONG_EI_0019,790,0.05,10,182,0.06320496818310603
RandomPerfect_B05,JILONG_EI_0019,800,0.05,10,182,0.0723556753528191
RandomPerfect_B05,JILONG_EI_0019,810,0.05,10,182,0.0694841145255033
RandomPerfect_B05,JILONG_EI_0019,820,0.05,10,182,0.030599352175877358
RandomPerfect_B05,JILONG_EI_0019,830,0.05,10,182,0.041105436056083494
RandomPerfect_B05,JILONG_EI_0019,840,0.05,10,182,0.07526552365783247
RandomPerfect_B05,JILONG_EI_0019,850,0.05,10,182,0.04167209072600715
RandomPerfect_B05,JILONG_EI_0019,860,0.05,10,182,0.06302118829015782
RandomPerfect_B05,JILONG_EI_0019,870,0.05,10,182,0.07832852187363601
RandomPerfect_B05,JILONG_EI_0019,880,0.05,10,182,0.045577413451156665
RandomPerfect_B05,JILONG_EI_0019,890,0.05,10,182,0.019595531085603142
RandomPerfect_B05,JILONG_EI_0019,900,0.05,10,182,0.05099126279758942
