support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,method,scenario_id,time_s,budget,mean_support_fraction,mean_blocked_new_wet_cells_per_step,total_blocked_new_wet_cells,fraction_steps_with_blocked_new_wet,mean_blocked_local_change_fraction
10244.0,0.0784433843067286,6777.0,0.911499663752522,262.0,0.0020062638313513,LearnedSupportGuard_B10,JILONG_EI_0009,1310.0,B10,,,,,
10192.0,0.0780451945386741,14089.0,0.9593490399019474,532.0,0.0040737876270187,LearnedSupportGuard_B10,JILONG_EI_0009,1320.0,B10,,,,,
10182.0,0.0779686195832791,7216.0,0.9408083441981748,875.0,0.0067003085970702,LearnedSupportGuard_B10,JILONG_EI_0009,1330.0,B10,,,,,
10187.0,0.0780069070609766,15842.0,0.9417989417989416,770.0,0.0058962715654218,LearnedSupportGuard_B10,JILONG_EI_0009,1340.0,B10,,,,,
10157.0,0.0777771821947913,13284.0,0.9287562049919598,581.0,0.0044490049084546,LearnedSupportGuard_B10,JILONG_EI_0009,1350.0,B10,,,,,
10165.0,0.0778384421591074,10518.0,0.9393587568098598,196.0,0.0015008691257437,LearnedSupportGuard_B10,JILONG_EI_0009,1360.0,B10,,,,,
10134.0,0.0776010597973826,17478.0,0.942921881743634,642.0,0.0049161121363646,LearnedSupportGuard_B10,JILONG_EI_0009,1370.0,B10,,,,,
10113.0,0.0774402523910529,7470.0,0.8788235294117647,506.0,0.0038746927429914,LearnedSupportGuard_B10,JILONG_EI_0009,1380.0,B10,,,,,
9984.0,0.0764524354664563,8700.0,0.9383088869715271,363.0,0.0027796708808417,LearnedSupportGuard_B10,JILONG_EI_0009,1390.0,B10,,,,,
9960.0,0.0762686555735081,12569.0,0.912715125989398,439.0,0.0033616405418443,LearnedSupportGuard_B10,JILONG_EI_0009,1400.0,B10,,,,,
9917.0,0.0759393832653092,6934.0,0.8848902501276161,370.0,0.0028332733496182,LearnedSupportGuard_B10,JILONG_EI_0009,1410.0,B10,,,,,
