i,j,x,y,terrain_z,chainage_m,distance_to_robust_low_track_m,robust_floor_z,height_above_robust_floor_m,erodible
116,2,339342.000000,3127612.000000,2412.31567,18250.000000,2288.961573,1859.457000,552.858670,0
117,2,339406.000000,3127612.000000,2301.12378,18250.000000,2289.142208,1859.457000,441.666780,0
118,2,339470.000000,3127612.000000,2197.79175,18250.000000,2291.111307,1859.457000,338.334750,0
119,2,339534.000000,3127612.000000,2142.02441,19500.000000,2265.086624,1819.306000,322.718410,0
120,2,339598.000000,3127612.000000,2098.71289,19500.000000,2237.248229,1819.306000,279.406890,0
121,2,339662.000000,3127612.000000,2060.60986,19500.000000,2210.912450,1819.306000,241.303860,0
122,2,339726.000000,3127612.000000,2039.80847,19500.000000,2186.133593,1819.306000,220.502470,0
123,2,339790.000000,3127612.000000,2071.44873,19500.000000,2162.965166,1819.306000,252.142730,0
124,2,339854.000000,3127612.000000,2123.10278,19500.000000,2141.459440,1819.306000,303.796780,0
125,2,339918.000000,3127612.000000,2121.44995,19500.000000,2121.666976,1819.306000,302.143950,0
126,2,339982.000000,3127612.000000,2066.69629,19500.000000,2103.636133,1819.306000,247.390290,0
127,2,340046.000000,3127612.000000,1984.76941,19500.000000,2087.412562,1819.306000,165.463410,0
128,2,340110.000000,3127612.000000,1920.53699,19500.000000,2073.038694,1819.306000,101.230990,0
129,2,340174.000000,3127612.000000,1874.93518,19500.000000,2060.553239,1819.306000,55.629180,0
130,2,340238.000000,3127612.000000,1811.05176,19500.000000,2049.990701,1819.306000,-8.254240,0
131,2,340302.000000,3127612.000000,1764.27722,19500.000000,2041.380929,1819.306000,-55.028780,0
132,2,340366.000000,3127612.000000,1746.66479,19500.000000,2034.748712,1819.306000,-72.641210,0
133,2,340430.000000,3127612.000000,1745.8208,19500.000000,2030.113432,1819.306000,-73.485200,0
134,2,340494.000000,3127612.000000,1752.97156,19500.000000,2027.488784,1819.306000,-66.334440,0
135,2,340558.000000,3127612.000000,1770.98389,19500.000000,2026.882580,1819.306000,-48.322110,0
136,2,340622.000000,3127612.000000,1787.24011,19500.000000,2028.296630,1819.306000,-32.065890,0
137,2,340686.000000,3127612.000000,1798.6825,19500.000000,2031.726714,1819.306000,-20.623500,0
138,2,340750.000000,3127612.000000,1808.31262,19500.000000,2037.162651,1819.306000,-10.993380,0
139,2,340814.000000,3127612.000000,1815.02966,19500.000000,2044.588440,1819.306000,-4.276340,0
140,2,340878.000000,3127612.000000,1820.28027,19500.000000,2053.982500,1819.306000,0.974270,0
141,2,340942.000000,3127612.000000,1832.60596,19500.000000,2065.317974,1819.306000,13.299960,0
142,2,341006.000000,3127612.000000,1849.66272,19500.000000,2078.563100,1819.306000,30.356720,0
143,2,341070.000000,3127612.000000,1876.82385,19500.000000,2093.681634,1819.306000,57.517850,0
144,2,341134.000000,3127612.000000,1908.99011,19500.000000,2110.633319,1819.306000,89.684110,0
145,2,341198.000000,3127612.000000,1915.96301,19500.000000,2129.374375,1819.306000,96.657010,0
146,2,341262.000000,3127612.000000,1912.03931,19500.000000,2149.858008,1819.306000,92.733310,0
147,2,341326.000000,3127612.000000,1913.22778,19500.000000,2172.034916,1819.306000,93.921780,0
148,2,341390.000000,3127612.000000,1930.422,19500.000000,2195.853798,1819.306000,111.116000,0
149,2,341454.000000,3127612.000000,1963.76257,19500.000000,2221.261832,1819.306000,144.456570,0
150,2,341518.000000,3127612.000000,2003.23926,19500.000000,2248.205139,1819.306000,183.933260,0
151,2,341582.000000,3127612.000000,2056.92749,19500.000000,2276.629213,1819.306000,237.621490,0
152,2,341646.000000,3127612.000000,2130.95825,19500.000000,2306.479307,1819.306000,311.652250,0
153,2,341710.000000,3127612.000000,2222.31982,19500.000000,2337.700798,1819.306000,403.013820,0
154,2,341774.000000,3127612.000000,2299.40454,19500.000000,2370.239491,1819.306000,480.098540,0
155,2,341838.000000,3127612.000000,2374.00781,19500.000000,2404.041902,1819.306000,554.701810,0
156,2,341902.000000,3127612.000000,2412.12134,19524.751000,2438.572524,1814.675000,597.446340,0
157,2,341966.000000,3127612.000000,2420.97437,19524.751000,2473.905759,1814.675000,606.299370,0
158,2,342030.000000,3127612.000000,2423.82812,19524.751000,2510.373569,1814.675000,609.153120,0
159,2,342094.000000,3127612.000000,2430.67041,19524.751000,2547.927237,1814.675000,615.995410,0
160,2,342158.000000,3127612.000000,2440.54785,19524.751000,2586.519467,1814.675000,625.872850,0
161,2,342222.000000,3127612.000000,2455.38501,19524.751000,2626.104473,1814.675000,640.710010,0
162,2,342286.000000,3127612.000000,2464.95142,19524.751000,2666.638044,1814.675000,650.276420,0
163,2,342350.000000,3127612.000000,2476.60254,19524.751000,2708.077585,1814.675000,661.927540,0
164,2,342414.000000,3127612.000000,2501.70605,19524.751000,2750.382147,1814.675000,687.031050,0
165,2,342478.000000,3127612.000000,2546.60596,19524.751000,2793.512432,1814.675000,731.930960,0
166,2,342542.000000,3127612.000000,2574.73462,19524.751000,2837.430784,1814.675000,760.059620,0
167,2,342606.000000,3127612.000000,2609.08276,19524.751000,2882.101179,1814.675000,794.407760,0
168,2,342670.000000,3127612.000000,2642.70142,19524.751000,2927.489190,1814.675000,828.026420,0
1,3,331982.000000,3127676.000000,3993.89014,16800.000000,6534.775905,1903.736000,2090.154140,0
2,3,332046.000000,3127676.000000,4035.56396,16800.000000,6476.338768,1903.736000,2131.827960,0
3,3,332110.000000,3127676.000000,4068.77808,16800.000000,6418.007754,1903.736000,2165.042080,0
4,3,332174.000000,3127676.000000,4093.94727,16800.000000,6359.785786,1903.736000,2190.211270,0
5,3,332238.000000,3127676.000000,4105.12646,16800.000000,6301.675884,1903.736000,2201.390460,0
6,3,332302.000000,3127676.000000,4102.77783,16800.000000,6243.681178,1903.736000,2199.041830,0
7,3,332366.000000,3127676.000000,4098.20557,16800.000000,6185.804907,1903.736000,2194.469570,0
8,3,332430.000000,3127676.000000,4077.521,16800.000000,6128.050429,1903.736000,2173.785000,0
9,3,332494.000000,3127676.000000,4057.99414,16800.000000,6070.421218,1903.736000,2154.258140,0
10,3,332558.000000,3127676.000000,4038.68677,16800.000000,6012.920876,1903.736000,2134.950770,0
11,3,332622.000000,3127676.000000,4028.61011,16800.000000,5955.553137,1903.736000,2124.874110,0
12,3,332686.000000,3127676.000000,4008.23145,16800.000000,5898.321869,1903.736000,2104.495450,0
13,3,332750.000000,3127676.000000,3990.81006,16800.000000,5841.231084,1903.736000,2087.074060,0
14,3,332814.000000,3127676.000000,3962.50977,16800.000000,5784.284941,1903.736000,2058.773770,0
15,3,332878.000000,3127676.000000,3923.79248,16800.000000,5727.487755,1903.736000,2020.056480,0
16,3,332942.000000,3127676.000000,3882.3335,16800.000000,5670.844002,1903.736000,1978.597500,0
17,3,333006.000000,3127676.000000,3848.97729,16800.000000,5614.358324,1903.736000,1945.241290,0
18,3,333070.000000,3127676.000000,3817.27783,16800.000000,5558.035543,1903.736000,1913.541830,0
19,3,333134.000000,3127676.000000,3781.74023,16800.000000,5501.880660,1903.736000,1878.004230,0
20,3,333198.000000,3127676.000000,3756.10596,16800.000000,5445.898870,1903.736000,1852.369960,0
21,3,333262.000000,3127676.000000,3744.40039,16800.000000,5390.095566,1903.736000,1840.664390,0
22,3,333326.000000,3127676.000000,3750.93091,16800.000000,5334.476349,1903.736000,1847.194910,0
23,3,333390.000000,3127676.000000,3763.91138,16800.000000,5279.047037,1903.736000,1860.175380,0
24,3,333454.000000,3127676.000000,3777.71436,16800.000000,5223.813676,1903.736000,1873.978360,0
25,3,333518.000000,3127676.000000,3801.02075,16800.000000,5168.782548,1903.736000,1897.284750,0
26,3,333582.000000,3127676.000000,3830.47046,16800.000000,5113.960181,1903.736000,1926.734460,0
27,3,333646.000000,3127676.000000,3849.54663,16800.000000,5059.353361,1903.736000,1945.810630,0
28,3,333710.000000,3127676.000000,3829.11206,16800.000000,5004.969145,1903.736000,1925.376060,0
29,3,333774.000000,3127676.000000,3782.75269,16800.000000,4950.814867,1903.736000,1879.016690,0
30,3,333838.000000,3127676.000000,3729.68481,16800.000000,4896.898156,1903.736000,1825.948810,0
31,3,333902.000000,3127676.000000,3655.04834,16800.000000,4843.226946,1903.736000,1751.312340,0
32,3,333966.000000,3127676.000000,3616.31982,16800.000000,4789.809491,1903.736000,1712.583820,0
33,3,334030.000000,3127676.000000,3587.69409,16800.000000,4736.654374,1903.736000,1683.958090,0
34,3,334094.000000,3127676.000000,3557.99634,16800.000000,4683.770529,1903.736000,1654.260340,0
35,3,334158.000000,3127676.000000,3504.03442,16800.000000,4631.167247,1903.736000,1600.298420,0
36,3,334222.000000,3127676.000000,3446.23975,16800.000000,4578.854199,1903.736000,1542.503750,0
37,3,334286.000000,3127676.000000,3392.80591,16800.000000,4526.841446,1903.736000,1489.069910,0
38,3,334350.000000,3127676.000000,3346.22095,16800.000000,4475.139459,1903.736000,1442.484950,0
39,3,334414.000000,3127676.000000,3304.52563,16800.000000,4423.759135,1903.736000,1400.789630,0
40,3,334478.000000,3127676.000000,3281.96338,16800.000000,4372.711812,1903.736000,1378.227380,0
41,3,334542.000000,3127676.000000,3281.14258,16800.000000,4322.009289,1903.736000,1377.406580,0
42,3,334606.000000,3127676.000000,3268.02271,16950.000000,4270.771288,1890.454000,1377.568710,0
43,3,334670.000000,3127676.000000,3232.93286,16950.000000,4219.556501,1890.454000,1342.478860,0
44,3,334734.000000,3127676.000000,3202.34009,16950.000000,4168.695087,1890.454000,1311.886090,0
45,3,334798.000000,3127676.000000,3172.33398,16950.000000,4118.200140,1890.454000,1281.879980,0
46,3,334862.000000,3127676.000000,3153.53003,16950.000000,4068.085306,1890.454000,1263.076030,0
47,3,334926.000000,3127676.000000,3140.06494,16950.000000,4018.364807,1890.454000,1249.610940,0
48,3,334990.000000,3127676.000000,3135.27881,16950.000000,3969.053462,1890.454000,1244.824810,0
49,3,335054.000000,3127676.000000,3136.16821,16950.000000,3920.166712,1890.454000,1245.714210,0
50,3,335118.000000,3127676.000000,3125.84961,16950.000000,3871.720640,1890.454000,1235.395610,0
51,3,335182.000000,3127676.000000,3120.68506,16950.000000,3823.731996,1890.454000,1230.231060,0
52,3,335246.000000,3127676.000000,3115.76392,16950.000000,3776.218219,1890.454000,1225.309920,0
53,3,335310.000000,3127676.000000,3105.45605,16950.000000,3729.197461,1890.454000,1215.002050,0
54,3,335374.000000,3127676.000000,3103.11792,16950.000000,3682.688606,1890.454000,1212.663920,0
55,3,335438.000000,3127676.000000,3104.56885,16950.000000,3636.711294,1890.454000,1214.114850,0
56,3,335502.000000,3127676.000000,3115.2417,16980.287634,3591.094890,1893.955856,1221.285844,0
57,3,335566.000000,3127676.000000,3115.68726,17000.000000,3545.547923,1896.235000,1219.452260,0
58,3,335630.000000,3127676.000000,3109.80151,17000.000000,3500.495450,1896.235000,1213.566510,0
59,3,335694.000000,3127676.000000,3087.12134,17000.000000,3456.040902,1896.235000,1190.886340,0
60,3,335758.000000,3127676.000000,3056.75024,17000.000000,3412.207649,1896.235000,1160.515240,0
61,3,335822.000000,3127676.000000,3010.76807,17000.000000,3369.019940,1896.235000,1114.533070,0
62,3,335886.000000,3127676.000000,2974.12842,17000.000000,3326.502920,1896.235000,1077.893420,0
63,3,335950.000000,3127676.000000,2950.49487,17000.000000,3284.682633,1896.235000,1054.259870,0
64,3,336014.000000,3127676.000000,2953.35107,17000.000000,3243.586028,1896.235000,1057.116070,0
65,3,336078.000000,3127676.000000,2943.87231,17000.000000,3203.240959,1896.235000,1047.637310,0
66,3,336142.000000,3127676.000000,2916.05664,17000.000000,3163.676179,1896.235000,1019.821640,0
67,3,336206.000000,3127676.000000,2902.67285,17000.000000,3124.921324,1896.235000,1006.437850,0
68,3,336270.000000,3127676.000000,2904.92065,17000.000000,3087.006901,1896.235000,1008.685650,0
69,3,336334.000000,3127676.000000,2918.1416,17000.000000,3049.964250,1896.235000,1021.906600,0
70,3,336398.000000,3127676.000000,2946.16528,17000.000000,3013.825517,1896.235000,1049.930280,0
71,3,336462.000000,3127676.000000,2970.09448,17000.000000,2978.623603,1896.235000,1073.859480,0
72,3,336526.000000,3127676.000000,2992.6875,17000.000000,2944.392108,1896.235000,1096.452500,0
73,3,336590.000000,3127676.000000,3001.08398,17000.000000,2911.165266,1896.235000,1104.848980,0
74,3,336654.000000,3127676.000000,2998.93774,17000.000000,2878.977862,1896.235000,1102.702740,0
75,3,336718.000000,3127676.000000,2982.38599,17000.000000,2847.865139,1896.235000,1086.150990,0
76,3,336782.000000,3127676.000000,2970.15015,17000.000000,2817.862696,1896.235000,1073.915150,0
77,3,336846.000000,3127676.000000,2969.94775,17000.000000,2789.006363,1896.235000,1073.712750,0
78,3,336910.000000,3127676.000000,2979.5896,17000.000000,2761.332072,1896.235000,1083.354600,0
79,3,336974.000000,3127676.000000,2951.48291,17000.000000,2734.875707,1896.235000,1055.247910,0
80,3,337038.000000,3127676.000000,2899.23682,17000.000000,2709.672942,1896.235000,1003.001820,0
81,3,337102.000000,3127676.000000,2854.6521,17100.000000,2684.954590,1899.253000,955.399100,0
82,3,337166.000000,3127676.000000,2841.3418,17100.000000,2659.201866,1899.253000,942.088800,0
83,3,337230.000000,3127676.000000,2839.77173,17136.663741,2634.470587,1896.711469,943.060261,0
84,3,337294.000000,3127676.000000,2850.34204,17193.407628,2609.846334,1882.465199,967.876841,0
85,3,337358.000000,3127676.000000,2881.25317,17250.000000,2585.232060,1882.716000,998.537170,0
86,3,337422.000000,3127676.000000,2923.90894,17250.000000,2561.355868,1882.716000,1041.192940,0
87,3,337486.000000,3127676.000000,2958.19751,17250.000000,2538.868836,1882.716000,1075.481510,0
88,3,337550.000000,3127676.000000,2961.78076,17250.000000,2517.808183,1882.716000,1079.064760,0
89,3,337614.000000,3127676.000000,2925.90649,17250.000000,2498.209985,1882.716000,1043.190490,0
90,3,337678.000000,3127676.000000,2886.6897,17250.000000,2480.108911,1882.716000,1003.973700,0
91,3,337742.000000,3127676.000000,2878.46631,17250.000000,2463.537962,1882.716000,995.750310,0
92,3,337806.000000,3127676.000000,2893.74316,17250.000000,2448.528205,1882.716000,1011.027160,0
93,3,337870.000000,3127676.000000,2907.97876,17250.000000,2435.108510,1882.716000,1025.262760,0
94,3,337934.000000,3127676.000000,2919.21362,17250.000000,2423.305291,1882.716000,1036.497620,0
95,3,337998.000000,3127676.000000,2917.66431,17250.000000,2413.142270,1882.716000,1034.948310,0
96,3,338062.000000,3127676.000000,2915.90918,17250.000000,2404.640243,1882.716000,1033.193180,0
97,3,338126.000000,3127676.000000,2914.85669,17250.000000,2397.816878,1882.716000,1032.140690,0
98,3,338190.000000,3127676.000000,2911.28687,17250.000000,2392.686536,1882.716000,1028.570870,0
99,3,338254.000000,3127676.000000,2906.61548,17250.000000,2389.260124,1882.716000,1023.899480,0
100,3,338318.000000,3127676.000000,2901.4209,17350.000000,2385.142846,1871.903000,1029.517900,0
101,3,338382.000000,3127676.000000,2891.5459,17750.000000,2372.500075,1867.942000,1023.603900,0
102,3,338446.000000,3127676.000000,2881.78931,17750.000000,2360.139025,1867.942000,1013.847310,0
103,3,338510.000000,3127676.000000,2875.8064,17750.000000,2349.456922,1867.942000,1007.864400,0
104,3,338574.000000,3127676.000000,2882.49683,18000.000000,2335.621682,1872.970000,1009.526830,0
105,3,338638.000000,3127676.000000,2884.87231,18000.000000,2321.417871,1872.970000,1011.902310,0
106,3,338702.000000,3127676.000000,2876.45337,18000.000000,2308.901301,1872.970000,1003.483370,0
107,3,338766.000000,3127676.000000,2858.13013,18000.000000,2298.099543,1872.970000,985.160130,0
108,3,338830.000000,3127676.000000,2835.85938,18250.000000,2288.835618,1859.457000,976.402380,0
109,3,338894.000000,3127676.000000,2814.91138,18250.000000,2274.655899,1859.457000,955.454380,0
110,3,338958.000000,3127676.000000,2793.72803,18250.000000,2262.198582,1859.457000,934.271030,0
111,3,339022.000000,3127676.000000,2759.23389,18250.000000,2251.492259,1859.457000,899.776890,0
112,3,339086.000000,3127676.000000,2721.99536,18250.000000,2242.562009,1859.457000,862.538360,0
113,3,339150.000000,3127676.000000,2645.09473,18250.000000,2235.429116,1859.457000,785.637730,0
114,3,339214.000000,3127676.000000,2564.94946,18250.000000,2230.110827,1859.457000,705.492460,0
115,3,339278.000000,3127676.000000,2493.80933,18250.000000,2226.620145,1859.457000,634.352330,0
116,3,339342.000000,3127676.000000,2392.68286,18250.000000,2224.965671,1859.457000,533.225860,0
117,3,339406.000000,3127676.000000,2309.51782,18250.000000,2225.151502,1859.457000,450.060820,0
118,3,339470.000000,3127676.000000,2246.9751,18250.000000,2227.177177,1859.457000,387.518100,0
119,3,339534.000000,3127676.000000,2181.46436,19500.000000,2208.003084,1819.306000,362.158360,0
120,3,339598.000000,3127676.000000,2124.66919,19500.000000,2179.435670,1819.306000,305.363190,0
121,3,339662.000000,3127676.000000,2078.37769,19500.000000,2152.392637,1819.306000,259.071690,0
122,3,339726.000000,3127676.000000,2075.54517,19500.000000,2126.932131,1819.306000,256.239170,0
123,3,339790.000000,3127676.000000,2126.07983,19500.000000,2103.111626,1819.306000,306.773830,0
124,3,339854.000000,3127676.000000,2160.72949,19500.000000,2080.987443,1819.306000,341.423490,0
125,3,339918.000000,3127676.000000,2147.68604,19500.000000,2060.614219,1819.306000,328.380040,0
126,3,339982.000000,3127676.000000,2082.0105,19500.000000,2042.044364,1819.306000,262.704500,0
127,3,340046.000000,3127676.000000,1982.56433,19500.000000,2025.327481,1819.306000,163.258330,0
128,3,340110.000000,3127676.000000,1924.3894,19500.000000,2010.509794,1819.306000,105.083400,0
129,3,340174.000000,3127676.000000,1879.69531,19500.000000,1997.633564,1819.306000,60.389310,0
