i,j,x,y,terrain_z,chainage_m,distance_to_robust_low_track_m,robust_floor_z,height_above_robust_floor_m,erodible
30,8,333838.000000,3127996.000000,3693.427,16800.000000,4731.196202,1903.736000,1789.691000,0
31,8,333902.000000,3127996.000000,3727.94629,16800.000000,4675.623296,1903.736000,1824.210290,0
32,8,333966.000000,3127996.000000,3731.72974,16800.000000,4620.268489,1903.736000,1827.993740,0
33,8,334030.000000,3127996.000000,3705.80322,16800.000000,4565.139715,1903.736000,1802.067220,0
34,8,334094.000000,3127996.000000,3662.3501,16800.000000,4510.245262,1903.736000,1758.614100,0
35,8,334158.000000,3127996.000000,3627.31836,16800.000000,4455.593791,1903.736000,1723.582360,0
36,8,334222.000000,3127996.000000,3606.1626,16800.000000,4401.194353,1903.736000,1702.426600,0
37,8,334286.000000,3127996.000000,3594.97412,16800.000000,4347.056410,1903.736000,1691.238120,0
38,8,334350.000000,3127996.000000,3580.41431,16800.000000,4293.189856,1903.736000,1676.678310,0
39,8,334414.000000,3127996.000000,3536.65869,16800.000000,4239.605034,1903.736000,1632.922690,0
40,8,334478.000000,3127996.000000,3467.69897,16800.000000,4186.312763,1903.736000,1563.962970,0
41,8,334542.000000,3127996.000000,3430.41699,16800.000000,4133.324358,1903.736000,1526.680990,0
42,8,334606.000000,3127996.000000,3422.83765,16800.000000,4080.651658,1903.736000,1519.101650,0
43,8,334670.000000,3127996.000000,3434.24951,16800.000000,4028.307046,1903.736000,1530.513510,0
44,8,334734.000000,3127996.000000,3446.17261,16800.000000,3976.303480,1903.736000,1542.436610,0
45,8,334798.000000,3127996.000000,3448.09326,16800.000000,3924.654516,1903.736000,1544.357260,0
46,8,334862.000000,3127996.000000,3446.53467,16800.000000,3873.374339,1903.736000,1542.798670,0
47,8,334926.000000,3127996.000000,3433.79419,16800.000000,3822.477793,1903.736000,1530.058190,0
48,8,334990.000000,3127996.000000,3410.75195,16950.000000,3771.806741,1890.454000,1520.297950,0
49,8,335054.000000,3127996.000000,3376.04883,16950.000000,3720.328985,1890.454000,1485.594830,0
50,8,335118.000000,3127996.000000,3346.6311,16950.000000,3669.245348,1890.454000,1456.177100,0
51,8,335182.000000,3127996.000000,3346.45093,16950.000000,3618.572521,1890.454000,1455.996930,0
52,8,335246.000000,3127996.000000,3355.14722,16950.000000,3568.328005,1890.454000,1464.693220,0
53,8,335310.000000,3127996.000000,3385.37378,16950.000000,3518.530150,1890.454000,1494.919780,0
54,8,335374.000000,3127996.000000,3392.11475,16950.000000,3469.198190,1890.454000,1501.660750,0
55,8,335438.000000,3127996.000000,3376.54883,16950.000000,3420.352284,1890.454000,1486.094830,0
56,8,335502.000000,3127996.000000,3366.39648,16950.000000,3372.013554,1890.454000,1475.942480,0
57,8,335566.000000,3127996.000000,3366.86157,16950.000000,3324.204126,1890.454000,1476.407570,0
58,8,335630.000000,3127996.000000,3339.37622,16950.000000,3276.947167,1890.454000,1448.922220,0
59,8,335694.000000,3127996.000000,3310.13892,16950.000000,3230.266924,1890.454000,1419.684920,0
60,8,335758.000000,3127996.000000,3307.83398,16950.000000,3184.188761,1890.454000,1417.379980,0
61,8,335822.000000,3127996.000000,3333.44116,16977.389346,3138.560432,1893.620756,1439.820404,0
62,8,335886.000000,3127996.000000,3321.37476,17000.000000,3093.000589,1896.235000,1425.139760,0
63,8,335950.000000,3127996.000000,3289.96558,17000.000000,3047.978177,1896.235000,1393.730580,0
64,8,336014.000000,3127996.000000,3248.70093,17000.000000,3003.644667,1896.235000,1352.465930,0
65,8,336078.000000,3127996.000000,3232.9834,17000.000000,2960.031014,1896.235000,1336.748400,0
66,8,336142.000000,3127996.000000,3239.22485,17000.000000,2917.169506,1896.235000,1342.989850,0
67,8,336206.000000,3127996.000000,3236.87207,17000.000000,2875.093781,1896.235000,1340.637070,0
68,8,336270.000000,3127996.000000,3218.32031,17000.000000,2833.838840,1896.235000,1322.085310,0
69,8,336334.000000,3127996.000000,3208.34766,17000.000000,2793.441048,1896.235000,1312.112660,0
70,8,336398.000000,3127996.000000,3216.97876,17000.000000,2753.938128,1896.235000,1320.743760,0
71,8,336462.000000,3127996.000000,3233.38745,17000.000000,2715.369134,1896.235000,1337.152450,0
72,8,336526.000000,3127996.000000,3236.28687,17000.000000,2677.774421,1896.235000,1340.051870,0
73,8,336590.000000,3127996.000000,3233.65771,17000.000000,2641.195595,1896.235000,1337.422710,0
74,8,336654.000000,3127996.000000,3238.09229,17000.000000,2605.675439,1896.235000,1341.857290,0
75,8,336718.000000,3127996.000000,3234.7395,17000.000000,2571.257827,1896.235000,1338.504500,0
76,8,336782.000000,3127996.000000,3239.78271,17000.000000,2537.987615,1896.235000,1343.547710,0
77,8,336846.000000,3127996.000000,3235.89551,17000.000000,2505.910504,1896.235000,1339.660510,0
78,8,336910.000000,3127996.000000,3224.21313,17000.000000,2475.072883,1896.235000,1327.978130,0
79,8,336974.000000,3127996.000000,3210.47168,17000.000000,2445.521641,1896.235000,1314.236680,0
80,8,337038.000000,3127996.000000,3183.80688,17000.000000,2417.303957,1896.235000,1287.571880,0
81,8,337102.000000,3127996.000000,3149.68433,17000.000000,2390.467055,1896.235000,1253.449330,0
82,8,337166.000000,3127996.000000,3131.62573,17000.000000,2365.057940,1896.235000,1235.390730,0
83,8,337230.000000,3127996.000000,3135.75488,17100.000000,2340.696378,1899.253000,1236.501880,0
84,8,337294.000000,3127996.000000,3166.62427,17100.000000,2314.652663,1899.253000,1267.371270,0
85,8,337358.000000,3127996.000000,3189.13574,17131.775920,2289.858323,1897.050293,1292.085447,0
86,8,337422.000000,3127996.000000,3209.51221,17188.487096,2265.230912,1883.975310,1325.536900,0
87,8,337486.000000,3127996.000000,3232.06958,17247.588879,2240.615469,1882.606342,1349.463238,0
88,8,337550.000000,3127996.000000,3248.29199,17250.000000,2216.724289,1882.716000,1365.575990,0
89,8,337614.000000,3127996.000000,3235.02124,17250.000000,2194.438802,1882.716000,1352.305240,0
90,8,337678.000000,3127996.000000,3205.20728,17250.000000,2173.809729,1882.716000,1322.491280,0
91,8,337742.000000,3127996.000000,3176.05469,17250.000000,2154.884642,1882.716000,1293.338690,0
92,8,337806.000000,3127996.000000,3157.66699,17250.000000,2137.708797,1882.716000,1274.950990,0
93,8,337870.000000,3127996.000000,3163.32104,17250.000000,2122.324664,1882.716000,1280.605040,0
94,8,337934.000000,3127996.000000,3178.2644,17250.000000,2108.771458,1882.716000,1295.548400,0
95,8,337998.000000,3127996.000000,3222.76294,17250.000000,2097.084677,1882.716000,1340.046940,0
96,8,338062.000000,3127996.000000,3254.04517,17250.000000,2087.295673,1882.716000,1371.329170,0
97,8,338126.000000,3127996.000000,3282.17041,17250.000000,2079.431246,1882.716000,1399.454410,0
98,8,338190.000000,3127996.000000,3277.80688,17250.000000,2073.513296,1882.716000,1395.090880,0
99,8,338254.000000,3127996.000000,3233.02783,17250.000000,2069.558520,1882.716000,1350.311830,0
100,8,338318.000000,3127996.000000,3185.01147,17350.000000,2065.891773,1871.903000,1313.108470,0
101,8,338382.000000,3127996.000000,3152.61938,17750.000000,2060.428001,1867.942000,1284.677380,0
102,8,338446.000000,3127996.000000,3132.60498,17750.000000,2046.182582,1867.942000,1264.662980,0
103,8,338510.000000,3127996.000000,3105.19604,17750.000000,2033.852200,1867.942000,1237.254040,0
104,8,338574.000000,3127996.000000,3060.26709,17750.000000,2023.471863,1867.942000,1192.325090,0
105,8,338638.000000,3127996.000000,3034.7019,18000.000000,2009.584550,1872.970000,1161.731900,0
106,8,338702.000000,3127996.000000,2998.62378,18000.000000,1995.112617,1872.970000,1125.653780,0
107,8,338766.000000,3127996.000000,2955.33496,18000.000000,1982.601988,1872.970000,1082.364960,0
108,8,338830.000000,3127996.000000,2912.10327,18000.000000,1972.089991,1872.970000,1039.133270,0
109,8,338894.000000,3127996.000000,2865.32861,18250.000000,1962.797809,1859.457000,1005.871610,0
110,8,338958.000000,3127996.000000,2809.61255,18250.000000,1948.347558,1859.457000,950.155550,0
111,8,339022.000000,3127996.000000,2741.88794,18250.000000,1935.906293,1859.457000,882.430940,0
112,8,339086.000000,3127996.000000,2694.53613,18250.000000,1925.512957,1859.457000,835.079130,0
113,8,339150.000000,3127996.000000,2658.21411,18250.000000,1917.200854,1859.457000,798.757110,0
114,8,339214.000000,3127996.000000,2613.64893,18250.000000,1910.997144,1859.457000,754.191930,0
115,8,339278.000000,3127996.000000,2575.59424,18250.000000,1906.922403,1859.457000,716.137240,0
116,8,339342.000000,3127996.000000,2531.5354,18250.000000,1904.990294,1859.457000,672.078400,0
117,8,339406.000000,3127996.000000,2463.64087,18250.000000,1905.207335,1859.457000,604.183870,0
118,8,339470.000000,3127996.000000,2415.24561,18250.000000,1907.572792,1859.457000,555.788610,0
119,8,339534.000000,3127996.000000,2375.5979,18250.000000,1912.078693,1859.457000,516.140900,0
120,8,339598.000000,3127996.000000,2337.42627,19500.000000,1896.344075,1819.306000,518.120270,0
121,8,339662.000000,3127996.000000,2270.1272,19500.000000,1865.201082,1819.306000,450.821200,0
122,8,339726.000000,3127996.000000,2205.1792,19500.000000,1835.761776,1819.306000,385.873200,0
123,8,339790.000000,3127996.000000,2169.09741,19500.000000,1808.109378,1819.306000,349.791410,0
124,8,339854.000000,3127996.000000,2162.35889,19500.000000,1782.327059,1819.306000,343.052890,0
125,8,339918.000000,3127996.000000,2148.28027,19500.000000,1758.497077,1819.306000,328.974270,0
126,8,339982.000000,3127996.000000,2106.11963,19500.000000,1736.699799,1819.306000,286.813630,0
127,8,340046.000000,3127996.000000,2074.46216,19500.000000,1717.012643,1819.306000,255.156160,0
128,8,340110.000000,3127996.000000,2050.38989,19500.000000,1699.508941,1819.306000,231.083890,0
129,8,340174.000000,3127996.000000,2013.75745,19500.000000,1684.256769,1819.306000,194.451450,0
130,8,340238.000000,3127996.000000,2008.01501,19500.000000,1671.317770,1819.306000,188.709010,0
131,8,340302.000000,3127996.000000,2002.99438,19500.000000,1660.746011,1819.306000,183.688380,0
132,8,340366.000000,3127996.000000,1987.4281,19500.000000,1652.586922,1819.306000,168.122100,0
133,8,340430.000000,3127996.000000,1956.34094,19500.000000,1646.876364,1819.306000,137.034940,0
134,8,340494.000000,3127996.000000,1911.39392,19500.000000,1643.639858,1819.306000,92.087920,0
135,8,340558.000000,3127996.000000,1869.51196,19500.000000,1642.892025,1819.306000,50.205960,0
136,8,340622.000000,3127996.000000,1828.99194,19500.000000,1644.636261,1819.306000,9.685940,0
137,8,340686.000000,3127996.000000,1787.94702,19500.000000,1648.864656,1819.306000,-31.358980,0
138,8,340750.000000,3127996.000000,1783.80713,19500.000000,1655.558177,1819.306000,-35.498870,0
139,8,340814.000000,3127996.000000,1800.96838,19500.000000,1664.687088,1819.306000,-18.337620,0
140,8,340878.000000,3127996.000000,1843.22803,19500.000000,1676.211599,1819.306000,23.922030,0
141,8,340942.000000,3127996.000000,1901.27576,19500.000000,1690.082704,1819.306000,81.969760,0
142,8,341006.000000,3127996.000000,1943.69788,19500.000000,1706.243175,1819.306000,124.391880,0
143,8,341070.000000,3127996.000000,1985.43738,19500.000000,1724.628654,1819.306000,166.131380,0
144,8,341134.000000,3127996.000000,2023.23096,19500.000000,1745.168822,1819.306000,203.924960,0
145,8,341198.000000,3127996.000000,2060.52441,19500.000000,1767.788574,1819.306000,241.218410,0
146,8,341262.000000,3127996.000000,2100.75269,19500.000000,1792.409179,1819.306000,281.446690,0
147,8,341326.000000,3127996.000000,2144.0083,19500.000000,1818.949392,1819.306000,324.702300,0
148,8,341390.000000,3127996.000000,2194.24707,19500.000000,1847.326477,1819.306000,374.941070,0
149,8,341454.000000,3127996.000000,2246.80493,19500.000000,1877.457146,1819.306000,427.498930,0
150,8,341518.000000,3127996.000000,2307.8667,19500.000000,1909.258380,1819.306000,488.560700,0
151,8,341582.000000,3127996.000000,2358.95679,19500.000000,1942.648137,1819.306000,539.650790,0
152,8,341646.000000,3127996.000000,2403.71289,19524.751000,1977.118111,1814.675000,589.037890,0
153,8,341710.000000,3127996.000000,2449.69434,19524.751000,2012.411929,1814.675000,635.019340,0
154,8,341774.000000,3127996.000000,2499.13623,19524.751000,2049.097246,1814.675000,684.461230,0
155,8,341838.000000,3127996.000000,2550.91479,19524.751000,2087.100686,1814.675000,736.239790,0
156,8,341902.000000,3127996.000000,2598.1748,19524.751000,2126.351576,1814.675000,783.499800,0
157,8,341966.000000,3127996.000000,2645.21851,19524.751000,2166.782124,1814.675000,830.543510,0
158,8,342030.000000,3127996.000000,2690.19019,19524.751000,2208.327540,1814.675000,875.515190,0
159,8,342094.000000,3127996.000000,2721.99561,19524.751000,2250.926093,1814.675000,907.320610,0
160,8,342158.000000,3127996.000000,2757.80615,19524.751000,2294.519127,1814.675000,943.131150,0
161,8,342222.000000,3127996.000000,2796.79761,19524.751000,2339.051042,1814.675000,982.122610,0
162,8,342286.000000,3127996.000000,2870.41162,19524.751000,2384.469233,1814.675000,1055.736620,0
163,8,342350.000000,3127996.000000,2906.01367,19524.751000,2430.724023,1814.675000,1091.338670,0
164,8,342414.000000,3127996.000000,2895.69141,19524.751000,2477.768558,1814.675000,1081.016410,0
165,8,342478.000000,3127996.000000,2890.79712,19524.751000,2525.558706,1814.675000,1076.122120,0
166,8,342542.000000,3127996.000000,2901.10181,19524.751000,2574.052938,1814.675000,1086.426810,0
167,8,342606.000000,3127996.000000,2948.69751,19524.751000,2623.212206,1814.675000,1134.022510,0
168,8,342670.000000,3127996.000000,3021.20557,19524.751000,2672.999818,1814.675000,1206.530570,0
1,9,331982.000000,3128060.000000,4153.25195,16800.000000,6388.536552,1903.736000,2249.515950,0
2,9,332046.000000,3128060.000000,4123.22266,16800.000000,6328.749243,1903.736000,2219.486660,0
3,9,332110.000000,3128060.000000,4101.67725,16800.000000,6269.045118,1903.736000,2197.941250,0
4,9,332174.000000,3128060.000000,4075.65063,16800.000000,6209.426575,1903.736000,2171.914630,0
5,9,332238.000000,3128060.000000,4064.03345,16800.000000,6149.896104,1903.736000,2160.297450,0
6,9,332302.000000,3128060.000000,4070.61401,16800.000000,6090.456288,1903.736000,2166.878010,0
7,9,332366.000000,3128060.000000,4059.91089,16800.000000,6031.109807,1903.736000,2156.174890,0
8,9,332430.000000,3128060.000000,4019.30493,16800.000000,5971.859443,1903.736000,2115.568930,0
9,9,332494.000000,3128060.000000,3980.69312,16800.000000,5912.708086,1903.736000,2076.957120,0
10,9,332558.000000,3128060.000000,3942.47925,16800.000000,5853.658738,1903.736000,2038.743250,0
11,9,332622.000000,3128060.000000,3889.97485,16800.000000,5794.714516,1903.736000,1986.238850,0
12,9,332686.000000,3128060.000000,3837.46118,16800.000000,5735.878662,1903.736000,1933.725180,0
13,9,332750.000000,3128060.000000,3792.18945,16800.000000,5677.154545,1903.736000,1888.453450,0
14,9,332814.000000,3128060.000000,3752.99731,16800.000000,5618.545669,1903.736000,1849.261310,0
15,9,332878.000000,3128060.000000,3717.31616,16800.000000,5560.055677,1903.736000,1813.580160,0
16,9,332942.000000,3128060.000000,3688.22241,16800.000000,5501.688363,1903.736000,1784.486410,0
17,9,333006.000000,3128060.000000,3653.78857,16800.000000,5443.447671,1903.736000,1750.052570,0
18,9,333070.000000,3128060.000000,3631.43848,16800.000000,5385.337710,1903.736000,1727.702480,0
19,9,333134.000000,3128060.000000,3621.91479,16800.000000,5327.362758,1903.736000,1718.178790,0
20,9,333198.000000,3128060.000000,3610.06616,16800.000000,5269.527271,1903.736000,1706.330160,0
21,9,333262.000000,3128060.000000,3593.49048,16800.000000,5211.835892,1903.736000,1689.754480,0
22,9,333326.000000,3128060.000000,3556.85742,16800.000000,5154.293459,1903.736000,1653.121420,0
23,9,333390.000000,3128060.000000,3535.71069,16800.000000,5096.905019,1903.736000,1631.974690,0
24,9,333454.000000,3128060.000000,3559.71753,16800.000000,5039.675830,1903.736000,1655.981530,0
25,9,333518.000000,3128060.000000,3612.35693,16800.000000,4982.611381,1903.736000,1708.620930,0
26,9,333582.000000,3128060.000000,3659.3252,16800.000000,4925.717398,1903.736000,1755.589200,0
27,9,333646.000000,3128060.000000,3660.3999,16800.000000,4868.999855,1903.736000,1756.663900,0
28,9,333710.000000,3128060.000000,3633.87964,16800.000000,4812.464991,1903.736000,1730.143640,0
29,9,333774.000000,3128060.000000,3619.50659,16800.000000,4756.119321,1903.736000,1715.770590,0
30,9,333838.000000,3128060.000000,3644.19727,16800.000000,4699.969649,1903.736000,1740.461270,0
31,9,333902.000000,3128060.000000,3692.89331,16800.000000,4644.023084,1903.736000,1789.157310,0
32,9,333966.000000,3128060.000000,3718.76099,16800.000000,4588.287056,1903.736000,1815.024990,0
33,9,334030.000000,3128060.000000,3719.22559,16800.000000,4532.769331,1903.736000,1815.489590,0
34,9,334094.000000,3128060.000000,3695.15649,16800.000000,4477.478031,1903.736000,1791.420490,0
35,9,334158.000000,3128060.000000,3659.33716,16800.000000,4422.421646,1903.736000,1755.601160,0
36,9,334222.000000,3128060.000000,3636.99365,16800.000000,4367.609063,1903.736000,1733.257650,0
37,9,334286.000000,3128060.000000,3625.00415,16800.000000,4313.049574,1903.736000,1721.268150,0
38,9,334350.000000,3128060.000000,3598.44775,16800.000000,4258.752908,1903.736000,1694.711750,0
39,9,334414.000000,3128060.000000,3546.77441,16800.000000,4204.729246,1903.736000,1643.038410,0
40,9,334478.000000,3128060.000000,3494.16846,16800.000000,4150.989248,1903.736000,1590.432460,0
41,9,334542.000000,3128060.000000,3469.32178,16800.000000,4097.544075,1903.736000,1565.585780,0
42,9,334606.000000,3128060.000000,3468.90674,16800.000000,4044.405413,1903.736000,1565.170740,0
43,9,334670.000000,3128060.000000,3477.69678,16800.000000,3991.585506,1903.736000,1573.960780,0
44,9,334734.000000,3128060.000000,3484.0144,16800.000000,3939.097175,1903.736000,1580.278400,0
45,9,334798.000000,3128060.000000,3505.52002,16800.000000,3886.953854,1903.736000,1601.784020,0
46,9,334862.000000,3128060.000000,3512.89844,16800.000000,3835.169613,1903.736000,1609.162440,0
47,9,334926.000000,3128060.000000,3501.59619,16800.000000,3783.759198,1903.736000,1597.860190,0
48,9,334990.000000,3128060.000000,3488.97754,16800.000000,3732.738053,1903.736000,1585.241540,0
49,9,335054.000000,3128060.000000,3457.26978,16800.000000,3682.122360,1903.736000,1553.533780,0
50,9,335118.000000,3128060.000000,3400.854,16950.000000,3630.780297,1890.454000,1510.400000,0
51,9,335182.000000,3128060.000000,3400.70166,16950.000000,3579.562994,1890.454000,1510.247660,0
52,9,335246.000000,3128060.000000,3407.31958,16950.000000,3528.763083,1890.454000,1516.865580,0
53,9,335310.000000,3128060.000000,3422.53467,16950.000000,3478.398850,1890.454000,1532.080670,0
54,9,335374.000000,3128060.000000,3440.03906,16950.000000,3428.489496,1890.454000,1549.585060,0
55,9,335438.000000,3128060.000000,3428.20239,16950.000000,3379.055176,1890.454000,1537.748390,0
56,9,335502.000000,3128060.000000,3411.90112,16950.000000,3330.117048,1890.454000,1521.447120,0
57,9,335566.000000,3128060.000000,3397.80884,16950.000000,3281.697307,1890.454000,1507.354840,0
58,9,335630.000000,3128060.000000,3381.91895,16950.000000,3233.819240,1890.454000,1491.464950,0
59,9,335694.000000,3128060.000000,3367.60522,16950.000000,3186.507264,1890.454000,1477.151220,0
60,9,335758.000000,3128060.000000,3354.2124,16950.000000,3139.786969,1890.454000,1463.758400,0
61,9,335822.000000,3128060.000000,3361.23486,16950.000000,3093.685160,1890.454000,1470.780860,0
62,9,335886.000000,3128060.000000,3378.34644,16976.809688,3048.053541,1893.553736,1484.792704,0
63,9,335950.000000,3128060.000000,3352.26172,17000.000000,3002.491159,1896.235000,1456.026720,0
64,9,336014.000000,3128060.000000,3305.49658,17000.000000,2957.475863,1896.235000,1409.261580,0
65,9,336078.000000,3128060.000000,3281.93018,17000.000000,2913.171090,1896.235000,1385.695180,0
66,9,336142.000000,3128060.000000,3286.47339,17000.000000,2869.609750,1896.235000,1390.238390,0
67,9,336206.000000,3128060.000000,3297.05811,17000.000000,2826.826213,1896.235000,1400.823110,0
68,9,336270.000000,3128060.000000,3291.33887,17000.000000,2784.856327,1896.235000,1395.103870,0
69,9,336334.000000,3128060.000000,3281.95996,17000.000000,2743.737430,1896.235000,1385.724960,0
70,9,336398.000000,3128060.000000,3283.0813,17000.000000,2703.508351,1896.235000,1386.846300,0
71,9,336462.000000,3128060.000000,3297.47656,17000.000000,2664.209399,1896.235000,1401.241560,0
72,9,336526.000000,3128060.000000,3299.88843,17000.000000,2625.882336,1896.235000,1403.653430,0
73,9,336590.000000,3128060.000000,3299.94116,17000.000000,2588.570332,1896.235000,1403.706160,0
74,9,336654.000000,3128060.000000,3305.0647,17000.000000,2552.317905,1896.235000,1408.829700,0
75,9,336718.000000,3128060.000000,3308.71387,17000.000000,2517.170834,1896.235000,1412.478870,0
76,9,336782.000000,3128060.000000,3307.94653,17000.000000,2483.176057,1896.235000,1411.711530,0
77,9,336846.000000,3128060.000000,3307.53125,17000.000000,2450.381531,1896.235000,1411.296250,0
78,9,336910.000000,3128060.000000,3297.59253,17000.000000,2418.836078,1896.235000,1401.357530,0
79,9,336974.000000,3128060.000000,3274.38501,17000.000000,2388.589184,1896.235000,1378.150010,0
80,9,337038.000000,3128060.000000,3263.4917,17000.000000,2359.690787,1896.235000,1367.256700,0
81,9,337102.000000,3128060.000000,3243.31763,17000.000000,2332.191015,1896.235000,1347.082630,0
82,9,337166.000000,3128060.000000,3204.57642,17000.000000,2306.139903,1896.235000,1308.341420,0
83,9,337230.000000,3128060.000000,3195.39575,17000.000000,2281.587074,1896.235000,1299.160750,0
84,9,337294.000000,3128060.000000,3232.13135,17100.000000,2256.009943,1899.253000,1332.878350,0
85,9,337358.000000,3128060.000000,3264.5564,17108.319084,2230.796682,1898.676321,1365.880079,0
86,9,337422.000000,3128060.000000,3282.5459,17163.871636,2206.153799,1891.529795,1391.016105,0
87,9,337486.000000,3128060.000000,3297.51636,17222.973162,2181.538622,1881.486819,1416.029541,0
88,9,337550.000000,3128060.000000,3303.92798,17250.000000,2157.161162,1882.716000,1421.211980,0
89,9,337614.000000,3128060.000000,3292.42578,17250.000000,2134.253818,1882.716000,1409.709780,0
90,9,337678.000000,3128060.000000,3274.25195,17250.000000,2113.037255,1882.716000,1391.535950,0
91,9,337742.000000,3128060.000000,3242.43994,17250.000000,2093.562878,1882.716000,1359.723940,0
92,9,337806.000000,3128060.000000,3205.62866,17250.000000,2075.879718,1882.716000,1322.912660,0
93,9,337870.000000,3128060.000000,3206.09863,17250.000000,2060.033904,1882.716000,1323.382630,0
94,9,337934.000000,3128060.000000,3228.38013,17250.000000,2046.068124,1882.716000,1345.664130,0
95,9,337998.000000,3128060.000000,3283.46558,17250.000000,2034.021103,1882.716000,1400.749580,0
96,9,338062.000000,3128060.000000,3308.00049,17250.000000,2023.927106,1882.716000,1425.284490,0
97,9,338126.000000,3128060.000000,3318.37012,17250.000000,2015.815471,1882.716000,1435.654120,0
98,9,338190.000000,3128060.000000,3316.59351,17250.000000,2009.710201,1882.716000,1433.877510,0
99,9,338254.000000,3128060.000000,3279.01538,17250.000000,2005.629620,1882.716000,1396.299380,0
100,9,338318.000000,3128060.000000,3223.74341,17350.000000,2002.070254,1871.903000,1351.840410,0
101,9,338382.000000,3128060.000000,3181.42529,17350.000000,1998.237626,1871.903000,1309.522290,0
102,9,338446.000000,3128060.000000,3161.45679,17750.000000,1983.623086,1867.942000,1293.514790,0
103,9,338510.000000,3128060.000000,3139.18262,17750.000000,1970.901357,1867.942000,1271.240620,0
104,9,338574.000000,3128060.000000,3097.11621,17750.000000,1960.187687,1867.942000,1229.174210,0
105,9,338638.000000,3128060.000000,3068.30688,18000.000000,1947.535851,1872.970000,1195.336880,0
106,9,338702.000000,3128060.000000,3024.16968,18000.000000,1932.599332,1872.970000,1151.199680,0
107,9,338766.000000,3128060.000000,2972.13037,18000.000000,1919.681346,1872.970000,1099.160370,0
108,9,338830.000000,3128060.000000,2902.85181,18000.000000,1908.822873,1872.970000,1029.881810,0
109,9,338894.000000,3128060.000000,2861.86792,18000.000000,1900.059222,1872.970000,988.897920,0
110,9,338958.000000,3128060.000000,2831.27075,18250.000000,1885.825380,1859.457000,971.813750,0
111,9,339022.000000,3128060.000000,2807.91528,18250.000000,1872.968855,1859.457000,948.458280,0
112,9,339086.000000,3128060.000000,2762.53784,18250.000000,1862.224289,1859.457000,903.080840,0
113,9,339150.000000,3128060.000000,2733.89795,18250.000000,1853.628407,1859.457000,874.440950,0
114,9,339214.000000,3128060.000000,2690.11694,18250.000000,1847.211206,1859.457000,830.659940,0
115,9,339278.000000,3128060.000000,2644.76831,18250.000000,1842.995445,1859.457000,785.311310,0
116,9,339342.000000,3128060.000000,2593.57397,18250.000000,1840.996246,1859.457000,734.116970,0
117,9,339406.000000,3128060.000000,2519.86035,18250.000000,1841.220830,1859.457000,660.403350,0
118,9,339470.000000,3128060.000000,2458.7583,18250.000000,1843.668385,1859.457000,599.301300,0
119,9,339534.000000,3128060.000000,2428.41675,18250.000000,1848.330080,1859.457000,568.959750,0
120,9,339598.000000,3128060.000000,2423.63013,19500.000000,1841.177084,1819.306000,604.324130,0
121,9,339662.000000,3128060.000000,2375.93408,19500.000000,1809.084652,1819.306000,556.628080,0
122,9,339726.000000,3128060.000000,2305.36475,19500.000000,1778.716813,1819.306000,486.058750,0
123,9,339790.000000,3128060.000000,2244.55518,19500.000000,1750.163342,1819.306000,425.249180,0
124,9,339854.000000,3128060.000000,2221.39648,19500.000000,1723.514418,1819.306000,402.090480,0
125,9,339918.000000,3128060.000000,2213.27197,19500.000000,1698.859668,1819.306000,393.965970,0
126,9,339982.000000,3128060.000000,2179.625,19500.000000,1676.287086,1819.306000,360.319000,0
127,9,340046.000000,3128060.000000,2147.00513,19500.000000,1655.881825,1819.306000,327.699130,0
128,9,340110.000000,3128060.000000,2109.85571,19500.000000,1637.724898,1819.306000,290.549710,0
129,9,340174.000000,3128060.000000,2066.77466,19500.000000,1621.891817,1819.306000,247.468660,0
130,9,340238.000000,3128060.000000,2045.57214,19500.000000,1608.451208,1819.306000,226.266140,0
131,9,340302.000000,3128060.000000,2027.80859,19500.000000,1597.463462,1819.306000,208.502590,0
132,9,340366.000000,3128060.000000,2004.64807,19500.000000,1588.979464,1819.306000,185.342070,0
133,9,340430.000000,3128060.000000,1971.51038,19500.000000,1583.039469,1819.306000,152.204380,0
134,9,340494.000000,3128060.000000,1930.74243,19500.000000,1579.672176,1819.306000,111.436430,0
135,9,340558.000000,3128060.000000,1884.55115,19500.000000,1578.894046,1819.306000,65.245150,0
136,9,340622.000000,3128060.000000,1847.57556,19500.000000,1580.708902,1819.306000,28.269560,0
137,9,340686.000000,3128060.000000,1801.55542,19500.000000,1585.107837,1819.306000,-17.750580,0
138,9,340750.000000,3128060.000000,1779.85156,19500.000000,1592.069433,1819.306000,-39.454440,0
139,9,340814.000000,3128060.000000,1787.41943,19500.000000,1601.560271,1819.306000,-31.886570,0
140,9,340878.000000,3128060.000000,1813.99182,19500.000000,1613.535722,1819.306000,-5.314180,0
141,9,340942.000000,3128060.000000,1867.51123,19500.000000,1627.940954,1819.306000,48.205230,0
142,9,341006.000000,3128060.000000,1911.24194,19500.000000,1644.712125,1819.306000,91.935940,0
143,9,341070.000000,3128060.000000,1953.09631,19500.000000,1663.777689,1819.306000,133.790310,0
144,9,341134.000000,3128060.000000,1991.88574,19500.000000,1685.059768,1819.306000,172.579740,0
145,9,341198.000000,3128060.000000,2027.0885,19500.000000,1708.475532,1819.306000,207.782500,0
146,9,341262.000000,3128060.000000,2062.36548,19500.000000,1733.938542,1819.306000,243.059480,0
147,9,341326.000000,3128060.000000,2104.76172,19500.000000,1761.360012,1819.306000,285.455720,0
