chainage_m,corridor_x,corridor_y,native_corridor_z,native_cross_min_z,native_cross_min_x,native_cross_min_y,native_min_128_z,native_min_128_x,native_min_128_y,native_min_256_z,native_min_256_x,native_min_256_y,native_min_512_z,native_min_512_x,native_min_512_y,m32_corridor_z,m32_cross_min_z,m32_cross_min_x,m32_cross_min_y,m32_min_128_z,m32_min_128_x,m32_min_128_y,m32_min_256_z,m32_min_256_x,m32_min_256_y,m32_min_512_z,m32_min_512_x,m32_min_512_y,m64_corridor_z,m64_cross_min_z,m64_cross_min_x,m64_cross_min_y,m64_min_128_z,m64_min_128_x,m64_min_128_y,m64_min_256_z,m64_min_256_x,m64_min_256_y,m64_min_512_z,m64_min_512_x,m64_min_512_y
2450.0,335742.77688566153,3141632.576974098,2747.55029296875,2683.0,335495.8588383031,3141451.5037393686,2700.94970703125,335745.0,3141525.0,2691.3173828125,335625.0,3141435.0,2676.296875,335325.0,3141525.0,2747.40771484375,2685.56787109375,335475.61965409335,3141436.661670948,2713.141357421875,335742.0,3141548.0,2692.413818359375,335646.0,3141452.0,2678.01123046875,335326.0,3141516.0,2740.841064453125,2687.22265625,335520.1458593547,3141469.314221473,2720.909423828125,335758.0,3141564.0,2694.269287109375,335630.0,3141436.0,2682.28662109375,335310.0,3141500.0
2475.0,335757.56097725226,3141612.4168492015,2740.745849609375,2688.058349609375,335498.49941936793,3141422.43837342,2694.98876953125,335745.0,3141495.0,2691.3173828125,335625.0,3141435.0,2676.296875,335325.0,3141525.0,2739.426513671875,2686.89404296875,335518.73860357766,3141437.28044184,2699.260498046875,335742.0,3141516.0,2692.413818359375,335646.0,3141452.0,2678.01123046875,335326.0,3141516.0,2740.841064453125,2690.642333984375,335474.2123983163,3141404.627891315,2720.909423828125,335758.0,3141564.0,2694.269287109375,335630.0,3141436.0,2682.28662109375,335310.0,3141500.0
2500.0,335772.34506884293,3141592.256724305,2730.14306640625,2689.9228515625,335537.5705320103,3141420.0887306277,2694.98876953125,335745.0,3141495.0,2691.3173828125,335625.0,3141435.0,2676.296875,335325.0,3141525.0,2727.865966796875,2691.435791015625,335561.8575530619,3141437.8992127324,2695.60205078125,335710.0,3141484.0,2692.297607421875,335806.0,3141356.0,2678.01123046875,335326.0,3141516.0,2720.909423828125,2690.642333984375,335517.33134780056,3141405.2466622074,2699.111328125,335694.0,3141500.0,2694.269287109375,335630.0,3141436.0,2682.28662109375,335310.0,3141500.0
2525.0,335787.1291604336,3141572.096599409,2730.14306640625,2691.3173828125,335613.0721762301,3141444.454810993,2694.98876953125,335745.0,3141495.0,2690.85400390625,335835.0,3141345.0,2676.296875,335325.0,3141525.0,2727.865966796875,2692.413818359375,335633.3113604398,3141459.2968794135,2695.60205078125,335710.0,3141484.0,2692.297607421875,335806.0,3141356.0,2678.01123046875,335326.0,3141516.0,2720.909423828125,2694.19677734375,335560.4502972848,3141405.8654330997,2699.111328125,335694.0,3141500.0,2694.269287109375,335630.0,3141436.0,2682.28662109375,335310.0,3141500.0
2550.0,335801.9132520243,3141551.9364745123,2723.363037109375,2691.3173828125,335623.8084309788,3141421.326272412,2694.98876953125,335745.0,3141495.0,2685.299560546875,335805.0,3141315.0,2676.296875,335325.0,3141525.0,2721.762939453125,2692.413818359375,335644.0476151885,3141436.168340833,2695.60205078125,335710.0,3141484.0,2687.064208984375,335806.0,3141324.0,2678.01123046875,335326.0,3141516.0,2728.987060546875,2694.269287109375,335603.56924676907,3141406.484203992,2699.111328125,335694.0,3141500.0,2694.269287109375,335630.0,3141436.0,2682.28662109375,335310.0,3141500.0
2575.0,335816.697343615,3141531.776349616,2714.8271484375,2693.00146484375,335666.9273804631,3141421.9450433045,2694.98876953125,335745.0,3141495.0,2685.299560546875,335805.0,3141315.0,2676.296875,335325.0,3141525.0,2714.10986328125,2694.365234375,335687.16656467284,3141436.7871117247,2695.60205078125,335710.0,3141484.0,2683.0400390625,335806.0,3141292.0,2676.9052734375,335742.0,3141036.0,2716.816650390625,2694.269287109375,335642.6403594115,3141404.1345611997,2699.111328125,335694.0,3141500.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2600.0,335831.4814352057,3141511.6162247197,2725.902099609375,2698.81689453125,335750.5246983668,3141452.2479510377,2694.98876953125,335745.0,3141495.0,2682.260009765625,335805.0,3141285.0,2676.296875,335325.0,3141525.0,2724.965087890625,2700.1025390625,335685.75930889574,3141404.7533320924,2695.60205078125,335710.0,3141484.0,2683.0400390625,335806.0,3141292.0,2676.9052734375,335742.0,3141036.0,2716.816650390625,2698.92529296875,335685.75930889574,3141404.7533320924,2699.770263671875,335758.0,3141500.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2625.0,335846.6186744312,3141491.726656961,2720.607177734375,2702.243408203125,335791.7435016264,3141447.8265187168,2694.605712890625,335805.0,3141375.0,2682.260009765625,335805.0,3141285.0,2676.365234375,335745.0,3141045.0,2718.5234375,2702.4833984375,335779.98453602544,3141438.419346236,2696.2021484375,335806.0,3141388.0,2683.0400390625,335806.0,3141292.0,2676.9052734375,335742.0,3141036.0,2716.816650390625,2702.581298828125,335740.787984022,3141407.0621046335,2699.770263671875,335758.0,3141500.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2650.0,335862.2360506201,3141472.204936725,2719.670166015625,2698.188720703125,335791.6822570139,3141415.76190184,2694.0517578125,335865.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2725.991943359375,2700.32080078125,335791.6822570139,3141415.76190184,2696.2021484375,335806.0,3141388.0,2683.0400390625,335806.0,3141292.0,2676.9052734375,335742.0,3141036.0,2734.00244140625,2702.581298828125,335779.92329141294,3141406.3547293595,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2675.0,335877.85342680896,3141452.683216489,2719.670166015625,2694.605712890625,335791.6210124014,3141383.697284963,2690.85400390625,335835.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2717.7548828125,2696.2021484375,335791.6210124014,3141383.697284963,2692.297607421875,335806.0,3141356.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2718.52294921875,2694.601318359375,335791.6210124014,3141383.697284963,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2700.0,335893.4708029978,3141433.1614962528,2720.272705078125,2690.904052734375,335791.5597677889,3141351.632668086,2690.85400390625,335835.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2718.98974609375,2692.297607421875,335791.5597677889,3141351.632668086,2688.1123046875,335838.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2718.52294921875,2694.601318359375,335791.5597677889,3141351.632668086,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2725.0,335909.0881791867,3141413.6397760166,2711.208251953125,2685.299560546875,335791.4985231764,3141319.5680512083,2685.628662109375,335835.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2718.98974609375,2687.064208984375,335791.4985231764,3141319.5680512083,2688.1123046875,335838.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2718.52294921875,2685.7666015625,335791.4985231764,3141319.5680512083,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2750.0,335924.70555537555,3141394.1180557804,2724.48193359375,2682.260009765625,335791.4372785639,3141287.503434331,2685.628662109375,335835.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2725.42919921875,2683.0400390625,335791.4372785639,3141287.503434331,2688.1123046875,335838.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2731.997314453125,2685.7666015625,335791.4372785639,3141287.503434331,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2775.0,335940.3229315644,3141374.5963355447,2735.547607421875,2682.260009765625,335810.97430995316,3141271.117438256,2685.628662109375,335835.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2725.42919921875,2683.0400390625,335818.8136203538,3141277.388886576,2688.1123046875,335838.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2731.997314453125,2685.7666015625,335818.8136203538,3141277.388886576,2694.601318359375,335822.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2800.0,335955.9403077533,3141355.0746153085,2735.031005859375,2685.075927734375,335822.67203094164,3141248.4599938593,2685.628662109375,335835.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2739.648681640625,2685.12939453125,335818.7523757413,3141245.324269699,2688.1123046875,335838.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2731.997314453125,2688.25537109375,335791.3147893389,3141223.374200577,2702.0517578125,335886.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2825.0,335970.6694012681,3141334.88501487,2746.84765625,2685.075927734375,335839.441935859,3141242.253862817,2694.0517578125,335865.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2740.976806640625,2686.2392578125,335843.54279415304,3141245.1485863184,2695.539794921875,335870.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2733.142578125,2688.25537109375,335798.43335291866,3141213.3066278,2702.0517578125,335886.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2850.0,335985.0864812081,3141314.4608182884,2748.81005859375,2690.031494140625,335837.45558262285,3141210.250772228,2694.0517578125,335865.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2750.714599609375,2690.732177734375,335841.5564409169,3141213.14549573,2695.539794921875,335870.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2753.54052734375,2688.25537109375,335841.5564409169,3141213.14549573,2702.0517578125,335886.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2875.0,335999.50356114807,3141294.036621707,2748.91259765625,2690.47412109375,335732.9477720358,3141105.8795940983,2700.514404296875,335895.0,3141345.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2751.430908203125,2690.961181640625,335728.8469137418,3141102.984870597,2705.069091796875,335902.0,3141356.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2753.54052734375,2690.67578125,335790.3597881523,3141146.405723122,2702.0517578125,335886.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2900.0,336013.92064108804,3141273.612425125,2754.84716796875,2679.4912109375,335730.96141879965,3141073.87650351,2702.556884765625,335895.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2750.2626953125,2680.25,335726.8605605056,3141070.9817800084,2705.62646484375,335902.0,3141324.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2753.3984375,2678.3759765625,335726.8605605056,3141070.9817800084,2731.997314453125,335950.0,3141372.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2925.0,336028.337721028,3141253.188228544,2753.58984375,2676.365234375,335733.0759238575,3141044.7681364235,2717.867919921875,335925.0,3141315.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2756.07958984375,2676.9052734375,335728.97506556346,3141041.873412922,2713.32763671875,335902.0,3141260.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2753.3984375,2678.3759765625,335728.97506556346,3141041.873412922,2733.142578125,335950.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2950.0,336042.754800968,3141232.764031962,2759.468505859375,2674.475830078125,335702.3835625631,3140992.501981323,2725.3291015625,335925.0,3141255.0,2682.260009765625,335805.0,3141285.0,2674.475830078125,335715.0,3140985.0,2756.6611328125,2676.810302734375,335694.18184597505,3140986.71253432,2726.450927734375,335934.0,3141292.0,2683.0400390625,335806.0,3141292.0,2676.810302734375,335710.0,3140972.0,2753.3984375,2678.3759765625,335743.3921455034,3141021.44921634,2733.142578125,335950.0,3141308.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
2975.0,336057.1718809079,3141212.33983538,2759.468505859375,2674.475830078125,335716.800642503,3140972.0777847413,2738.404052734375,335955.0,3141285.0,2682.581298828125,335835.0,3141285.0,2674.475830078125,335715.0,3140985.0,2761.435791015625,2676.810302734375,335696.29635103286,3140957.604167233,2731.753173828125,335934.0,3141228.0,2684.849365234375,335838.0,3141292.0,2676.810302734375,335710.0,3140972.0,2763.1591796875,2678.3759765625,335786.5152335016,3141021.28808427,2737.01416015625,335950.0,3141244.0,2685.7666015625,335822.0,3141308.0,2678.3759765625,335758.0,3141052.0
3000.0,336071.5889608479,3141191.915638799,2766.275390625,2676.90087890625,335714.8142892668,3140940.0746941534,2742.72509765625,335955.0,3141225.0,2682.581298828125,335835.0,3141285.0,2674.475830078125,335715.0,3140985.0,2764.45703125,2679.345703125,335739.41943903104,3140957.4430351635,2742.49462890625,335966.0,3141260.0,2684.849365234375,335838.0,3141292.0,2676.810302734375,335710.0,3140972.0,2768.374267578125,2682.525634765625,335739.41943903104,3140957.4430351635,2744.9033203125,335950.0,3141180.0,2688.25537109375,335822.0,3141244.0,2678.3759765625,335758.0,3141052.0
3025.0,336085.5198335315,3141171.1682663495,2769.826416015625,2676.90087890625,335719.45060488494,3140942.374998445,2748.066650390625,335985.0,3141225.0,2690.374755859375,335835.0,3141135.0,2674.475830078125,335715.0,3140985.0,2772.431884765625,2679.345703125,335744.99031851144,3140958.337319462,2748.334716796875,335966.0,3141196.0,2690.732177734375,335838.0,3141228.0,2676.810302734375,335710.0,3140972.0,2768.374267578125,2682.525634765625,335744.99031851144,3140958.337319462,2753.3984375,336014.0,3141244.0,2702.0517578125,335886.0,3141308.0,2678.3759765625,335758.0,3141052.0
3050.0,336098.7698070316,3141149.9683087496,2777.282958984375,2685.619384765625,335715.674102634,3140910.533493501,2752.219970703125,335985.0,3141195.0,2695.50390625,335865.0,3141135.0,2674.475830078125,335715.0,3140985.0,2772.431884765625,2685.1259765625,335741.2138162605,3140926.4958145176,2750.590576171875,335998.0,3141228.0,2699.881103515625,335870.0,3141260.0,2676.810302734375,335710.0,3140972.0,2768.374267578125,2691.319580078125,335690.1343890075,3140894.5711724847,2753.3984375,336014.0,3141244.0,2707.4228515625,335886.0,3141244.0,2678.3759765625,335758.0,3141052.0
3075.0,336112.0197805317,3141128.7683511493,2777.282958984375,2696.179443359375,335716.15421932086,3140881.3523753923,2756.9794921875,336015.0,3141195.0,2695.50390625,335865.0,3141135.0,2674.475830078125,335715.0,3140985.0,2779.916259765625,2693.7216796875,335737.4373140096,3140894.654309573,2759.581298828125,336030.0,3141196.0,2700.000732421875,335870.0,3141132.0,2676.810302734375,335710.0,3140972.0,2783.355712890625,2696.56005859375,335737.4373140096,3140894.654309573,2759.63134765625,336014.0,3141180.0,2707.4228515625,335886.0,3141244.0,2678.3759765625,335758.0,3141052.0
3100.0,336125.2697540318,3141107.568393549,2783.623291015625,2708.6064453125,335716.6343360077,3140852.171257284,2761.6015625,336015.0,3141165.0,2710.4287109375,335895.0,3141195.0,2674.475830078125,335715.0,3140985.0,2783.076416015625,2704.866943359375,335729.40419282095,3140860.152417792,2764.255615234375,336030.0,3141164.0,2705.89306640625,335870.0,3141100.0,2676.810302734375,335710.0,3140972.0,2783.355712890625,2696.56005859375,335780.48362007394,3140892.0770598254,2768.374267578125,336078.0,3141180.0,2709.03564453125,335886.0,3141180.0,2678.3759765625,335758.0,3141052.0
3125.0,336138.5197275319,3141086.368435949,2785.6611328125,2717.4814453125,335763.93726100976,3140852.254394373,2766.275390625,336075.0,3141195.0,2712.411865234375,335895.0,3141165.0,2674.475830078125,335715.0,3140985.0,2783.076416015625,2714.137939453125,335776.70711782307,3140860.235554881,2768.091064453125,336094.0,3141196.0,2718.3515625,335902.0,3141164.0,2676.810302734375,335710.0,3140972.0,2783.355712890625,2713.403076171875,335725.62769057,3140828.310912848,2768.374267578125,336078.0,3141180.0,2716.15185546875,335886.0,3141116.0,2678.3759765625,335758.0,3141052.0
3150.0,336151.76970103197,3141065.1684783488,2788.003662109375,2728.49658203125,335717.5945693814,3140793.8090210673,2769.826416015625,336075.0,3141165.0,2734.722412109375,335925.0,3141165.0,2674.475830078125,335715.0,3140985.0,2787.7724609375,2726.600830078125,335772.93061557214,3140828.3940499364,2771.839111328125,336030.0,3141100.0,2733.890869140625,335902.0,3141100.0,2676.810302734375,335710.0,3140972.0,2787.16064453125,2715.94384765625,335772.93061557214,3140828.3940499364,2775.41552734375,336078.0,3141116.0,2744.9033203125,335950.0,3141180.0,2678.3759765625,335758.0,3141052.0
3175.0,336165.019674532,3141043.968520749,2789.49267578125,2748.641845703125,335730.8445428814,3140772.6090634675,2774.476806640625,336045.0,3141075.0,2748.066650390625,335985.0,3141225.0,2674.475830078125,335715.0,3140985.0,2789.58447265625,2744.321533203125,335769.15411332116,3140796.552544992,2774.5439453125,336062.0,3141100.0,2748.334716796875,335966.0,3141196.0,2676.810302734375,335710.0,3140972.0,2787.16064453125,2745.32275390625,335730.8445428814,3140772.6090634675,2775.41552734375,336078.0,3141116.0,2744.9033203125,335950.0,3141180.0,2678.3759765625,335758.0,3141052.0
3200.0,336178.2696480321,3141022.7685631486,2792.192138671875,2757.451904296875,335744.0945163815,3140751.409105867,2777.094970703125,336075.0,3141075.0,2756.9794921875,336015.0,3141195.0,2674.475830078125,335715.0,3140985.0,2793.8984375,2754.372314453125,335744.0945163815,3140751.409105867,2776.5224609375,336062.0,3141068.0,2754.07568359375,335998.0,3141196.0,2676.810302734375,335710.0,3140972.0,2794.757080078125,2745.32275390625,335765.37761107023,3140764.7110400475,2779.790283203125,336078.0,3141052.0,2759.63134765625,336014.0,3141180.0,2678.3759765625,335758.0,3141052.0
3225.0,336195.3690920628,3141004.630907937,2797.62939453125,2783.87939453125,335893.67019875656,3140702.9320146306,2779.485107421875,336075.0,3141045.0,2761.6015625,336015.0,3141165.0,2674.475830078125,335715.0,3140985.0,2797.26025390625,2784.122314453125,335893.67019875656,3140702.9320146306,2780.732421875,336094.0,3141068.0,2759.581298828125,336030.0,3141196.0,2676.810302734375,335710.0,3140972.0,2802.1748046875,2783.20654296875,335833.3304200953,3140642.5922359694,2779.790283203125,336078.0,3141052.0,2759.63134765625,336014.0,3141180.0,2678.3759765625,335758.0,3141052.0
3250.0,336213.0467615925,3140986.9532384076,2807.394287109375,2784.614501953125,335897.1502733071,3140671.0567501225,2783.82568359375,336105.0,3141045.0,2766.275390625,336075.0,3141195.0,2674.475830078125,335715.0,3140985.0,2806.75439453125,2784.9345703125,335897.1502733071,3140671.0567501225,2784.8974609375,336126.0,3141068.0,2764.255615234375,336030.0,3141164.0,2676.810302734375,335710.0,3140972.0,2802.1748046875,2785.1982421875,335865.2056846041,3140639.1121614194,2787.16064453125,336142.0,3141052.0,2768.374267578125,336078.0,3141180.0,2678.3759765625,335758.0,3141052.0
3275.0,336230.72443112213,3140969.275568878,2808.22998046875,2785.54443359375,335904.1797466024,3140642.7308843583,2786.863525390625,336135.0,3141045.0,2769.826416015625,336075.0,3141165.0,2676.365234375,335745.0,3141045.0,2806.75439453125,2785.869384765625,335932.57493656065,3140671.1260743164,2786.388427734375,336126.0,3141036.0,2771.839111328125,336030.0,3141100.0,2676.9052734375,335742.0,3141036.0,2802.1748046875,2785.1982421875,335900.63034785766,3140639.1814856133,2787.16064453125,336142.0,3141052.0,2774.798828125,336014.0,3141052.0,2678.3759765625,335758.0,3141052.0
3300.0,336248.4021006518,3140951.597899348,2817.263427734375,2786.162109375,335967.99959981424,3140671.1953985104,2789.49267578125,336165.0,3141045.0,2772.652099609375,336045.0,3141105.0,2676.365234375,335745.0,3141045.0,2816.049560546875,2786.5166015625,335936.0550111112,3140639.2508098073,2789.58447265625,336158.0,3141036.0,2773.966796875,336030.0,3141068.0,2676.94189453125,335742.0,3141004.0,2819.898193359375,2786.464599609375,335936.0550111112,3140639.2508098073,2790.962646484375,336142.0,3140988.0,2774.798828125,336014.0,3141052.0,2678.3759765625,335758.0,3141052.0
3325.0,336266.0797701815,3140933.9202298187,2815.922607421875,2786.759033203125,335943.0844844066,3140610.9249440436,2794.4296875,336165.0,3140985.0,2776.64111328125,336045.0,3141045.0,2676.74267578125,335775.0,3141045.0,2816.049560546875,2786.7734375,335939.5350856618,3140607.375545299,2793.86669921875,336158.0,3140972.0,2776.5224609375,336062.0,3141068.0,2677.519775390625,335774.0,3141036.0,2819.898193359375,2786.464599609375,335971.4796743648,3140639.320134002,2795.318115234375,336142.0,3140924.0,2779.790283203125,336078.0,3141052.0,2682.525634765625,335758.0,3140988.0
