s_m,x,y,elevation_m,slope_local,slope_100m,slope_250m,slope_500m,valley_width_m,cross_valley_relief_m,river_vector_offset_m,bend_angle_deg
4448.0,335813.914282799,3140424.385717201,2752.639918831488,0.16510794817341434,0.1486337015373465,0.05141987905506357,0.010145266829581487,640.0,108.04449667858717,592.8402523089985,44.79507516414911
4480.0,335836.5416997969,3140401.758300203,2755.4993725570594,0.043329022674171824,0.055357949469484996,0.03213144814235966,0.005985152236245995,640.0,117.7622097733738,591.7106919004021,0.0
4512.0,335859.1691167949,3140379.130883205,2755.412976282635,-0.045036217282536484,-0.03261409764593736,0.009732120565613513,-0.013883745760043894,512.0,132.17438069980471,590.5811314914457,0.0
4544.0,335881.79653379286,3140356.503466207,2752.617054650977,-0.09889556935979726,-0.08964356734998091,-0.0330300761986764,-0.03715027034176546,480.0,128.96669617729276,589.4515710828066,0.0
4576.0,335904.42395079084,3140333.876049209,2749.083659843608,-0.1270549158542309,-0.12261722265304342,-0.07073825841560574,-0.04189203240382631,416.0,133.53164762139977,588.3220106741678,0.0
4608.0,335927.0513677888,3140311.2486322112,2744.4855400363062,-0.14288733678981203,-0.1270971475869328,-0.08478849900052955,-0.03183353241296754,288.0,140.5924400937497,587.1924502652113,15.332212473563699
4640.0,335941.8,3140285.3577156994,2739.93887028906,-0.11485812105072313,-0.11123619412805966,-0.09984652417559846,-0.028977117296926737,192.0,143.80481262227204,594.0519621152025,29.667787526804766
4672.0,335941.8,3140253.3577156994,2737.13462028906,-0.076767997193123,-0.07924731678186163,-0.13086271979756384,-0.041666347223322193,192.0,148.76775561305612,615.8665579836356,28.11133064560457
4704.0,335952.9422843005,3140232.5,2735.0257184687002,-0.04556487219312544,-0.0699445057959383,-0.13335947575019055,-0.048584628546255774,160.0,150.12170303162566,621.9334043250205,61.88866935439544
4736.0,335984.9422843005,3140232.5,2734.2184684687,-0.08208295164538981,-0.12772022429257504,-0.08945706099979725,-0.04380453578700599,160.0,140.99591033782463,598.5213688070024,28.111330645720457
4768.0,336005.8,3140221.3577156994,2729.7724095633953,-0.24537123289538698,-0.18145280582265058,-0.06121235605216862,-0.04301652773842512,160.0,144.40988299797073,590.8570828160325,61.88866935427954
4800.0,336005.8,3140189.3577156994,2718.514709563395,-0.23110832783223145,-0.1312481137489067,-0.04512386882612372,-0.03949238980974942,96.0,199.6541744509127,612.6716786844656,15.332212473020489
4832.0,336013.6787847868,3140160.621215213,2714.9814765821325,0.0605440607957064,-0.01226589430952572,-0.022826852847181726,-0.03346976963671517,96.0,220.48796511763248,626.4972022942686,29.667787527347997
4864.0,336036.30620178476,3140137.9937982154,2722.3895294543204,0.1499465741313415,0.08278170012652027,0.0009530225962662371,-0.024164372037067894,128.0,161.73254239113066,625.3676418853122,0.0
4896.0,336058.9336187827,3140115.3663812173,2724.5780573265383,0.05277999300913194,0.0970238991819042,0.02616247348547873,-0.014202793599346836,128.0,157.2856293247537,624.2380814766732,23.438271498318116
4928.0,336086.4326163086,3140104.5,2725.767449006905,0.07851315125572711,0.09009893008240852,0.08632506802795765,-0.007134695442855909,128.0,138.64890217498305,611.5267754773212,21.56172850190294
4960.0,336118.4326163086,3140104.5,2729.602899006905,0.13642902846532934,0.1146401297803328,0.11989124388398645,-0.0013313910106888165,160.0,109.68406619895177,588.114739959303,23.438271498411318
4992.0,336145.5610357807,3140092.738964219,2734.498906828686,0.15300024443065752,0.14106896893562407,0.09523362309076037,0.0044562976189226906,256.0,93.68070715132035,576.8574982710705,nan
