case,time_s,depth_threshold_m,max_chainage_128m,max_chainage_256m,max_chainage_512m,max_chainage_1000m,max_chainage_unrestricted,max_lateral_distance_m,max_euclidean_distance_from_S0_m
C2,660,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,660,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,690,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,690,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,690,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,690,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,720,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,720,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,720,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,720,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,750,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,750,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,750,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,750,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,780,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,780,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,780,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,780,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,810,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,810,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,810,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,810,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,840,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,840,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,840,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,840,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,870,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,870,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,870,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,870,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,900,0.001,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,900,0.01,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,900,0.05,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C2,900,0.1,188.83551444468895,232.60774669309407,232.60774669309407,232.60774669309407,232.60774669309407,207.00618167474914,295.5220368682477
C3,30,0.001,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,256.6147115562749,481.3175578216004
C3,30,0.01,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,256.6147115562749,481.3175578216004
C3,30,0.05,373.69523767201326,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,256.6147115562749,453.63441765453564
C3,30,0.1,373.69523767201326,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,256.6147115562749,453.63441765453564
C3,60,0.001,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,256.6147115562749,779.7363155792484
C3,60,0.01,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,256.6147115562749,779.7363155792484
C3,60,0.05,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,781.7791236906938,256.6147115562749,779.7363155792484
C3,60,0.1,736.6935581677396,736.6935581677396,736.6935581677396,736.6935581677396,736.6935581677396,256.6147115562749,735.6264780760147
C3,90,0.001,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,256.6147115562749,1007.2070487370971
C3,90,0.01,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,256.6147115562749,1007.2070487370971
C3,90,0.05,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,1000.7146218455883,256.6147115562749,1007.2070487370971
C3,90,0.1,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,212.13203435596427,965.386446097762
C3,120,0.001,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,256.6147115562749,1104.3933984719354
C3,120,0.01,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,256.6147115562749,1104.3933984719354
C3,120,0.05,1100.6658294542963,1100.6658294542963,1100.6658294542963,1100.6658294542963,1100.6658294542963,212.13203435596427,1097.2839816832036
C3,120,0.1,1100.6658294542963,1100.6658294542963,1100.6658294542963,1100.6658294542963,1100.6658294542963,212.13203435596427,1097.2839816832036
C3,150,0.001,1110.6609502151668,1180.563896594787,1180.563896594787,1180.563896594787,1180.563896594787,286.73502682748074,1172.6791843614615
C3,150,0.01,1110.6609502151668,1180.563896594787,1180.563896594787,1180.563896594787,1180.563896594787,246.7545437839976,1172.6791843614615
C3,150,0.05,1110.6609502151668,1180.563896594787,1180.563896594787,1180.563896594787,1180.563896594787,246.7545437839976,1172.6791843614615
C3,150,0.1,1110.6609502151668,1120.6560709760377,1120.6560709760377,1120.6560709760377,1120.6560709760377,212.13203435596427,1118.8035666363585
C3,180,0.001,1110.6609502151668,1218.411171066948,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C3,180,0.01,1110.6609502151668,1218.411171066948,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C3,180,0.05,1110.6609502151668,1180.563896594787,1335.3936557990826,1335.3936557990826,1335.3936557990826,376.6911136753178,1339.6617541692904
C3,180,0.1,1110.6609502151668,1180.563896594787,1335.3936557990826,1335.3936557990826,1335.3936557990826,376.6911136753178,1339.6617541692904
C3,210,0.001,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C3,210,0.01,1110.6609502151668,1270.0210908017134,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C3,210,0.05,1110.6609502151668,1270.0210908017134,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C3,210,0.1,1110.6609502151668,1218.411171066948,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C3,240,0.001,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C3,240,0.01,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C3,240,0.05,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C3,240,0.1,1110.6609502151668,1180.563896594787,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C3,270,0.001,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,270,0.01,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,270,0.05,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,270,0.1,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,300,0.001,1110.6609502151668,1270.0210908017134,1555.0696018100607,1555.0696018100607,1555.0696018100607,418.8580293852415,1625.8482781682933
C3,300,0.01,1110.6609502151668,1270.0210908017134,1555.0696018100607,1555.0696018100607,1555.0696018100607,418.8580293852415,1625.8482781682933
C3,300,0.05,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,300,0.1,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C3,330,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C3,330,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C3,330,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C3,330,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C3,360,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,360,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,360,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,360,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,390,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,390,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,390,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,390,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,420,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,420,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,420,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,420,0.1,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,207.00618167474914,604.9185510107419
C3,450,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,450,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,450,0.05,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,207.00618167474914,657.2955971808738
C3,450,0.1,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,207.00618167474914,604.9185510107419
C3,480,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,480,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,480,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,480,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,510,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,510,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,510,0.05,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,207.00618167474914,604.9185510107419
C3,510,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,540,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,540,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,540,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,540,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,570,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,570,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,570,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,570,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,600,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,600,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,600,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,600,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,630,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,630,0.01,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,207.00618167474914,657.2955971808738
C3,630,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,630,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,660,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,660,0.01,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,207.00618167474914,657.2955971808738
C3,660,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,660,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,690,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,690,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,690,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,690,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,720,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,720,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,720,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,720,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,750,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,750,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,750,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,750,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,780,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,780,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,780,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,780,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,810,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,810,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,810,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,810,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,840,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,840,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,840,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,840,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,870,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,870,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,870,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,870,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,900,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C3,900,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,900,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C3,900,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,207.00618167474914,453.63441765453564
C4,30,0.001,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C4,30,0.01,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C4,30,0.05,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C4,30,0.1,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C4,60,0.001,558.900916931074,558.900916931074,558.900916931074,558.900916931074,558.900916931074,212.13203435596427,568.911281985474
C4,60,0.01,464.2049056638914,509.4597396598304,509.4597396598304,509.4597396598304,509.4597396598304,212.13203435596427,538.1316197583781
C4,60,0.05,464.2049056638914,509.4597396598304,509.4597396598304,509.4597396598304,509.4597396598304,212.13203435596427,538.1316197583781
C4,60,0.1,464.2049056638914,509.4597396598304,509.4597396598304,509.4597396598304,509.4597396598304,212.13203435596427,538.1316197583781
C4,90,0.001,733.5743890232368,733.5743890232368,733.5743890232368,733.5743890232368,733.5743890232368,256.6147115562749,736.1234088905715
C4,90,0.01,693.025190144699,693.025190144699,693.025190144699,693.025190144699,693.025190144699,256.6147115562749,694.6192544552313
C4,90,0.05,689.9060210001961,689.9060210001961,689.9060210001961,689.9060210001961,689.9060210001961,256.6147115562749,689.2280221596445
C4,90,0.1,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,256.6147115562749,657.2955971808738
C4,120,0.001,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,256.6147115562749,965.386446097762
C4,120,0.01,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,965.6224991339952,256.6147115562749,965.386446097762
C4,120,0.05,875.1598858206247,921.8502668855901,921.8502668855901,921.8502668855901,921.8502668855901,256.6147115562749,926.1036343697401
C4,120,0.1,875.1598858206247,921.8502668855901,921.8502668855901,921.8502668855901,921.8502668855901,256.6147115562749,926.1036343697401
C4,150,0.001,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
C4,150,0.01,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
C4,150,0.05,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
C4,150,0.1,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
C4,180,0.001,1110.6609502151668,1120.6560709760377,1120.6560709760377,1120.6560709760377,1120.6560709760377,256.6147115562749,1118.8035666363585
C4,180,0.01,1110.6609502151668,1120.6560709760377,1120.6560709760377,1120.6560709760377,1120.6560709760377,256.6147115562749,1118.8035666363585
C4,180,0.05,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,256.6147115562749,1104.3933984719354
C4,180,0.1,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,256.6147115562749,1104.3933984719354
C4,210,0.001,1110.6609502151668,1218.411171066948,1283.7837360643173,1283.7837360643173,1283.7837360643173,363.5273721317521,1283.223506201283
C4,210,0.01,1110.6609502151668,1218.411171066948,1283.7837360643173,1283.7837360643173,1283.7837360643173,325.68009765959096,1283.223506201283
C4,210,0.05,1110.6609502151668,1218.411171066948,1232.1738163295522,1232.1738163295522,1232.1738163295522,325.68009765959096,1227.527400163063
C4,210,0.1,1110.6609502151668,1218.411171066948,1232.1738163295522,1232.1738163295522,1232.1738163295522,325.68009765959096,1227.527400163063
C4,240,0.001,1110.6609502151668,1270.0210908017134,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C4,240,0.01,1110.6609502151668,1270.0210908017134,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C4,240,0.05,1110.6609502151668,1270.0210908017134,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C4,240,0.1,1110.6609502151668,1270.0210908017134,1335.3936557990826,1335.3936557990826,1335.3936557990826,415.1372918665172,1339.6617541692904
C4,270,0.001,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C4,270,0.01,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C4,270,0.05,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C4,270,0.1,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C4,300,0.001,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,428.8531501461122,1569.2621116009836
C4,300,0.01,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,428.8531501461122,1569.2621116009836
C4,300,0.05,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,428.8531501461122,1569.2621116009836
C4,300,0.1,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,428.8531501461122,1569.2621116009836
C4,330,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,330,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,330,0.05,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,330,0.1,1110.6609502151668,1218.411171066948,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,360,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,360,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,360,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,360,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,390,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,390,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,390,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
